Date,Close
10/6/2020,340.815857
10/7/2020,341.808655
10/8/2020,350.766144
10/9/2020,365.590485
10/10/2020,370.96759
10/11/2020,375.142059
10/12/2020,387.731262
10/13/2020,381.190765
10/14/2020,379.484039
10/15/2020,377.441833
10/16/2020,366.229004
10/17/2020,368.855927
10/18/2020,378.213684
10/19/2020,379.935608
10/20/2020,369.136902
10/21/2020,392.189972
10/22/2020,413.77298
10/23/2020,409.766693
10/24/2020,412.457611
10/25/2020,406.217773
10/26/2020,393.888306
10/27/2020,403.99704
10/28/2020,388.650757
10/29/2020,386.730103
10/30/2020,382.819977
10/31/2020,386.590332
11/1/2020,396.358185
11/2/2020,383.156738
11/3/2020,387.602173
11/4/2020,402.141998
11/5/2020,414.067352
11/6/2020,454.719299
11/7/2020,435.713135
11/8/2020,453.554779
11/9/2020,444.163055
11/10/2020,449.679626
11/11/2020,462.960541
11/12/2020,461.00528
11/13/2020,474.626434
11/14/2020,460.149841
11/15/2020,447.559082
11/16/2020,459.940308
11/17/2020,480.360077
11/18/2020,479.48407
11/19/2020,471.630432
11/20/2020,509.744568
11/21/2020,549.486633
11/22/2020,558.068115
11/23/2020,608.454041
11/24/2020,603.897766
11/25/2020,570.686646
11/26/2020,518.801147
11/27/2020,517.493713
11/28/2020,538.229797
11/29/2020,575.758057
11/30/2020,614.842529
12/1/2020,587.324158
12/2/2020,598.352356
12/3/2020,616.70874
12/4/2020,569.354187
12/5/2020,596.595459
12/6/2020,601.908997
12/7/2020,591.843384
12/8/2020,554.827759
12/9/2020,573.479126
12/10/2020,559.678528
12/11/2020,545.797363
12/12/2020,568.567322
12/13/2020,589.663208
12/14/2020,586.011169
12/15/2020,589.355591
12/16/2020,636.181824
12/17/2020,642.868958
12/18/2020,654.811951
12/19/2020,659.297913
12/20/2020,638.290833
12/21/2020,609.817871
12/22/2020,634.854187
12/23/2020,583.7146
12/24/2020,611.607178
12/25/2020,626.410706
12/26/2020,635.835815
12/27/2020,682.642334
12/28/2020,730.397339
12/29/2020,731.520142
12/30/2020,751.618958
12/31/2020,737.803406
1/1/2021,730.367554
1/2/2021,774.534973
1/3/2021,975.50769
1/4/2021,1040.233032
1/5/2021,1100.006104
1/6/2021,1207.112183
1/7/2021,1225.678101
1/8/2021,1224.197144
1/9/2021,1281.077271
1/10/2021,1262.246704
1/11/2021,1090.145386
1/12/2021,1043.43457
1/13/2021,1130.73938
1/14/2021,1218.453003
1/15/2021,1171.834595
1/16/2021,1233.537598
1/17/2021,1230.172241
1/18/2021,1257.279541
1/19/2021,1377.295898
1/20/2021,1382.274048
1/21/2021,1121.570923
1/22/2021,1236.512207
1/23/2021,1230.990601
1/24/2021,1391.609375
1/25/2021,1324.414795
1/26/2021,1357.058105
1/27/2021,1253.187134
1/28/2021,1332.492188
1/29/2021,1382.522827
1/30/2021,1376.115479
1/31/2021,1314.986206
2/1/2021,1369.040527
2/2/2021,1515.193726
2/3/2021,1660.909546
2/4/2021,1594.762695
2/5/2021,1718.650879
2/6/2021,1677.846802
2/7/2021,1614.227783
2/8/2021,1746.616821
2/9/2021,1768.035034
2/10/2021,1744.243408
2/11/2021,1783.797974
2/12/2021,1843.532593
2/13/2021,1814.109863
2/14/2021,1805.084106
2/15/2021,1779.791016
2/16/2021,1781.067505
2/17/2021,1848.458252
2/18/2021,1937.449219
2/19/2021,1960.164795
2/20/2021,1919.534058
2/21/2021,1935.601074
2/22/2021,1781.99292
2/23/2021,1570.203979
2/24/2021,1626.575684
2/25/2021,1475.703735
2/26/2021,1446.033691
2/27/2021,1459.973145
2/28/2021,1416.04895
3/1/2021,1564.707642
3/2/2021,1492.608765
3/3/2021,1575.853149
3/4/2021,1541.914307
3/5/2021,1533.275024
3/6/2021,1654.741577
3/7/2021,1723.153809
3/8/2021,1834.727905
3/9/2021,1868.048828
3/10/2021,1799.16626
3/11/2021,1826.194946
3/12/2021,1772.102417
3/13/2021,1924.685425
3/14/2021,1854.564331
3/15/2021,1791.702271
3/16/2021,1806.971802
3/17/2021,1823.449341
3/18/2021,1782.855103
3/19/2021,1817.624146
3/20/2021,1812.634644
3/21/2021,1788.217041
3/22/2021,1691.333984
3/23/2021,1678.650146
3/24/2021,1593.413452
3/25/2021,1595.359253
3/26/2021,1702.842041
3/27/2021,1716.494629
3/28/2021,1691.355957
3/29/2021,1819.684937
3/30/2021,1846.033691
3/31/2021,1918.362061
4/1/2021,1977.276855
4/2/2021,2143.225586
4/3/2021,2028.422485
4/4/2021,2093.122803
4/5/2021,2107.887207
4/6/2021,2118.378906
4/7/2021,1971.077271
4/8/2021,2088.57373
4/9/2021,2072.108887
4/10/2021,2135.942139
4/11/2021,2157.656982
4/12/2021,2139.353271
4/13/2021,2299.187744
4/14/2021,2435.10498
4/15/2021,2519.116211
4/16/2021,2431.946533
4/17/2021,2344.89502
4/20/2021,2330.210938
4/21/2021,2364.751709
4/22/2021,2403.535156
4/23/2021,2363.586182
4/25/2021,2316.05957
4/26/2021,2534.481689
4/27/2021,2662.865234
4/28/2021,2746.380127
4/29/2021,2756.876953
4/30/2021,2773.207031
5/1/2021,2945.892822
5/2/2021,2952.056152
5/3/2021,3431.086182
5/4/2021,3253.629395
5/5/2021,3522.783203
5/6/2021,3490.880371
5/7/2021,3484.729004
5/8/2021,3902.647705
5/9/2021,3928.844727
5/10/2021,3952.293945
5/11/2021,4168.701172
5/12/2021,3785.848633
5/13/2021,3715.148438
5/14/2021,4079.057373
5/15/2021,3638.12207
5/16/2021,3587.506104
5/17/2021,3282.397705
5/18/2021,3380.070068
5/19/2021,2460.679199
5/20/2021,2784.294189
5/21/2021,2430.621338
5/22/2021,2295.705566
5/23/2021,2109.579834
5/24/2021,2643.591064
5/27/2021,2736.488525
5/28/2021,2419.90625
5/29/2021,2279.51416
5/30/2021,2390.30542
5/31/2021,2714.945313
6/1/2021,2633.518311
6/2/2021,2706.125
6/3/2021,2855.126465
6/4/2021,2688.195068
6/5/2021,2630.576904
6/6/2021,2715.092773
6/7/2021,2590.263184
6/8/2021,2517.438721
6/9/2021,2608.26709
6/10/2021,2471.518555
6/11/2021,2353.768799
6/12/2021,2372.484375
6/13/2021,2508.391602
6/14/2021,2537.891113
6/15/2021,2610.936768
6/16/2021,2367.663574
6/17/2021,2372.001953
6/18/2021,2231.733154
6/19/2021,2178.499023
6/20/2021,2246.364502
6/21/2021,1888.44751
6/22/2021,1874.950073
6/23/2021,1989.736328
6/24/2021,1988.456299
6/25/2021,1813.217285
6/26/2021,1829.239258
6/27/2021,1978.894653
6/28/2021,2079.657471
6/29/2021,2160.768311
6/30/2021,2274.547607
7/1/2021,2113.605469
7/2/2021,2150.040283
7/3/2021,2226.114258
7/4/2021,2321.724121
7/5/2021,2198.58252
7/6/2021,2324.679443
7/7/2021,2315.161865
7/8/2021,2120.026367
7/9/2021,2146.692383
7/10/2021,2111.403564
7/11/2021,2139.664795
7/12/2021,2036.721069
7/13/2021,1940.083984
7/14/2021,1994.331299
7/15/2021,1911.175659
7/16/2021,1880.382935
7/17/2021,1898.825195
7/18/2021,1895.552124
7/19/2021,1817.296631
7/20/2021,1787.510742
7/21/2021,1990.970825
7/22/2021,2025.202759
7/23/2021,2124.776611
7/24/2021,2189.21875
7/25/2021,2191.373779
7/26/2021,2233.366699
7/27/2021,2298.333496
7/28/2021,2296.54541
7/29/2021,2380.956787
7/30/2021,2466.961426
7/31/2021,2536.209961
8/1/2021,2561.852051
8/2/2021,2610.15332
8/3/2021,2502.349609
8/4/2021,2724.619873
8/5/2021,2827.328857
8/6/2021,2890.94165
8/7/2021,3157.23877
8/8/2021,3013.732666
8/9/2021,3167.856201
8/10/2021,3141.691162
8/11/2021,3164.245117
8/12/2021,3043.414307
8/13/2021,3322.21167
8/14/2021,3265.443359
8/15/2021,3310.50415
8/16/2021,3156.509521
8/17/2021,3014.845947
8/18/2021,3020.089844
8/19/2021,3182.702148
8/20/2021,3286.935303
8/21/2021,3226.083984
8/22/2021,3242.115479
8/23/2021,3319.257324
8/24/2021,3172.456299
8/25/2021,3224.915283
8/26/2021,3100.325439
8/27/2021,3270.60083
8/28/2021,3244.40332
8/29/2021,3227.002686
8/30/2021,3224.374268
8/31/2021,3433.732666
9/1/2021,3834.828125
9/2/2021,3790.98999
9/3/2021,3940.614746
9/4/2021,3887.828369
9/5/2021,3952.133545
9/6/2021,3928.379395
9/7/2021,3426.394287
9/8/2021,3497.315186
9/9/2021,3427.340088
9/10/2021,3211.505859
9/11/2021,3270.278076
9/12/2021,3410.134521
9/13/2021,3285.511719
9/14/2021,3429.169678
9/15/2021,3615.282715
9/16/2021,3571.294922
9/17/2021,3398.538818
9/18/2021,3432.018311
9/19/2021,3329.447998
9/20/2021,2958.993408
9/21/2021,2764.431152
9/22/2021,3077.86792
9/23/2021,3155.523682
9/24/2021,2931.669189
9/25/2021,2925.565674
9/26/2021,3062.265381
9/27/2021,2934.138916
9/28/2021,2807.296631
9/29/2021,2853.143311
9/30/2021,3001.678955
10/1/2021,3307.516113
10/2/2021,3391.694336
10/3/2021,3418.358643
10/4/2021,3380.089111
10/5/2021,3518.518555
10/6/2021,3580.562012
10/7/2021,3587.974854
10/8/2021,3563.759277
10/9/2021,3575.716797
10/10/2021,3425.852783
10/11/2021,3545.354004
10/12/2021,3492.573242
10/13/2021,3606.20166
10/14/2021,3786.01416
10/15/2021,3862.634766
10/16/2021,3830.38208
10/17/2021,3847.104492
10/18/2021,3748.760254
10/19/2021,3877.650879
10/20/2021,4155.992188
10/21/2021,4054.322754
10/22/2021,3970.181885
10/23/2021,4171.663574
10/24/2021,4087.903076
10/25/2021,4217.876953
10/26/2021,4131.102051
10/27/2021,3930.257324
10/28/2021,4287.318848
10/29/2021,4414.746582
10/30/2021,4325.650391
10/31/2021,4288.074219
11/1/2021,4324.626953
11/2/2021,4584.798828
11/3/2021,4607.193848
11/4/2021,4537.324219
11/5/2021,4486.243164
11/6/2021,4521.581055
11/7/2021,4620.554688
11/8/2021,4812.087402
11/9/2021,4735.068848
11/10/2021,4636.174316
11/11/2021,4730.384277
11/12/2021,4667.115234
11/13/2021,4651.460449
11/14/2021,4626.358887
11/15/2021,4557.503906
11/16/2021,4216.365234
11/17/2021,4287.59375
11/18/2021,4000.650879
11/19/2021,4298.306641
11/20/2021,4409.931152
11/21/2021,4269.73291
11/22/2021,4088.457764
11/23/2021,4340.763672
11/24/2021,4239.981445
11/25/2021,4274.743164
11/26/2021,4030.908936
11/27/2021,4096.912109
11/28/2021,4294.453613
11/29/2021,4445.10498
11/30/2021,4631.479004
12/1/2021,4586.990234
12/2/2021,4511.302246
12/3/2021,4220.706055
12/4/2021,4119.587402
12/5/2021,4198.322754
12/6/2021,4358.737305
12/7/2021,4315.061523
12/8/2021,4439.35791
12/9/2021,4119.815918
12/10/2021,3908.496094
12/11/2021,4084.452393
12/12/2021,4134.453125
12/13/2021,3784.226807
12/14/2021,3745.44043
12/15/2021,4018.388672
12/16/2021,3962.469727
12/17/2021,3879.486572
12/18/2021,3960.860107
12/19/2021,3922.592529
12/20/2021,3933.844482
12/21/2021,4020.26001
12/22/2021,3982.099609
12/23/2021,4108.015625
12/24/2021,4047.98291
12/25/2021,4093.281006
12/26/2021,4067.328125
12/27/2021,4037.547607
12/28/2021,3800.893066
12/29/2021,3628.531738
12/30/2021,3713.852051
12/31/2021,3682.632813
1/1/2022,3769.697021
1/2/2022,3829.564941
1/3/2022,3761.380371
1/4/2022,3794.056641
1/5/2022,3550.386963
1/6/2022,3418.408203
1/7/2022,3193.210449
1/8/2022,3091.972656
1/9/2022,3157.751465
1/10/2022,3083.0979
1/11/2022,3238.111572
1/12/2022,3372.258301
1/13/2022,3248.288574
1/14/2022,3310.001465
1/15/2022,3330.530762
1/16/2022,3350.921875
1/17/2022,3212.304932
1/18/2022,3164.025146
1/19/2022,3095.825928
1/20/2022,3001.120117
1/21/2022,2557.931641
1/22/2022,2405.181152
1/23/2022,2535.039063
1/24/2022,2440.352295
1/25/2022,2455.935059
1/26/2022,2468.030273
1/27/2022,2423.001221
1/28/2022,2547.092041
1/29/2022,2597.084717
1/30/2022,2603.466553
1/31/2022,2688.278809
2/1/2022,2792.117188
2/2/2022,2682.854004
2/3/2022,2679.162598
2/4/2022,2983.586914
2/5/2022,3014.648193
2/6/2022,3057.476074
2/7/2022,3142.470703
2/8/2022,3122.608643
2/9/2022,3239.457031
2/10/2022,3077.482178
2/11/2022,2927.383545
2/12/2022,2917.362793
2/13/2022,2883.463379
2/14/2022,2933.479004
2/15/2022,3179.877197
2/16/2022,3127.830078
2/17/2022,2881.481934
2/18/2022,2785.727539
2/19/2022,2763.701172
2/20/2022,2628.648438
2/21/2022,2573.816162
2/22/2022,2639.299316
2/23/2022,2590.359619
2/24/2022,2598.067139
2/25/2022,2764.535645
2/26/2022,2781.111816
2/27/2022,2621.801758
2/28/2022,2919.201172
3/1/2022,2972.485107
3/2/2022,2950.118408
3/3/2022,2834.468994
3/4/2022,2617.156006
3/5/2022,2664.831055
