"DateTime","Netflow","Price"
"2017-11-06 00:00:00",84063.31,305.66
"2017-11-13 00:00:00",-14087.228229,332.44
"2017-11-20 00:00:00",340886.05,409.66
"2017-11-27 00:00:00",-452168.084279,457.44
"2017-12-04 00:00:00",883384.62,448.22
"2017-12-11 00:00:00",575797.8,644.9
"2017-12-18 00:00:00",192951.8,731.5
"2017-12-25 00:00:00",567719.24,720.52
"2018-01-01 00:00:00",7994.78,919.17
"2018-01-08 00:00:00",229978.37,1241.16
"2018-01-15 00:00:00",634903.96,1082.08
"2018-01-22 00:00:00",386813.13,1045.36
"2018-01-29 00:00:00",188738.57,1015.95
"2018-02-05 00:00:00",713151.35,788.95
"2018-02-12 00:00:00",554226.29,903.27
"2018-02-19 00:00:00",1013316.69,865.15
"2018-02-26 00:00:00",43994,863.46
"2018-03-05 00:00:00",374643.22,755.96
"2018-03-12 00:00:00",597620.75,619.47
"2018-03-19 00:00:00",474658.02,539.58
"2018-03-26 00:00:00",1700063.66,429.46
"2018-04-02 00:00:00",454868.35,387.51
"2018-04-09 00:00:00",590454.41,459.74
"2018-04-16 00:00:00",253246.41,556.93
"2018-04-23 00:00:00",865171.42,657.93
"2018-04-30 00:00:00",573315.27,731.85
"2018-05-07 00:00:00",710446.41,720.13
"2018-05-14 00:00:00",291081.34,699.35
"2018-05-21 00:00:00",188753.53,616.18
"2018-05-28 00:00:00",443034.1,569.38
"2018-06-04 00:00:00",296007.49,593.67
"2018-06-11 00:00:00",-102611.166394,500.07
"2018-06-18 00:00:00",525096.08,500.8
"2018-06-25 00:00:00",131842.35,441.59
"2018-07-02 00:00:00",24980.57,471.36
"2018-07-09 00:00:00",69876.19,443.95
"2018-07-16 00:00:00",442641.64,469.98
"2018-07-23 00:00:00",183719.97,466.88
"2018-07-30 00:00:00",207116.19,423.39
"2018-08-06 00:00:00",347628.16,358.17
"2018-08-13 00:00:00",294786.92,292.85
"2018-08-20 00:00:00",136971.81,278.3
"2018-08-27 00:00:00",330900.19,287.08
"2018-09-03 00:00:00",1359620.71,240.09
"2018-09-10 00:00:00",927478.1,200.67
"2018-09-17 00:00:00",626308.41,223.09
"2018-09-24 00:00:00",170863.91,224.32
"2018-10-01 00:00:00",43427.75,224.99
"2018-10-08 00:00:00",193534.23,210.98
"2018-10-15 00:00:00",241312.78,207.22
"2018-10-22 00:00:00",447857.96,203.19
"2018-10-29 00:00:00",431119.85,199.7
"2018-11-05 00:00:00",577284.02,213
"2018-11-12 00:00:00",543619.05,187.83
"2018-11-19 00:00:00",1994912.95,130.72
"2018-11-26 00:00:00",10415705.97,115.18
"2018-12-03 00:00:00",1193020.81,99.99
"2018-12-10 00:00:00",201036.21,87.78
"2018-12-17 00:00:00",1686121.4,108.21
"2018-12-24 00:00:00",939448.5,134.85
"2018-12-31 00:00:00",-493105.786318,149.37
"2019-01-07 00:00:00",1414321.69,138.96
"2019-01-14 00:00:00",1290376.42,123.07
"2019-01-21 00:00:00",-184799.156531,116.63
"2019-01-28 00:00:00",390772.59,107.53
"2019-02-04 00:00:00",71601.44,111.11
"2019-02-11 00:00:00",210393.47,123.76
"2019-02-18 00:00:00",1589893.59,147.8
"2019-02-25 00:00:00",1144453.09,135.81
"2019-03-04 00:00:00",723644.57,135.25
"2019-03-11 00:00:00",624555.1,135.88
"2019-03-18 00:00:00",893106.58,137.9
"2019-03-25 00:00:00",579111.47,138.91
"2019-04-01 00:00:00",714529.72,160.59
"2019-04-08 00:00:00",333997.07,171.51
"2019-04-15 00:00:00",-72597.248054,169.05
"2019-04-22 00:00:00",-390504.127699,162.8
"2019-04-29 00:00:00",-48544.305092,162.23
"2019-05-06 00:00:00",883165.22,177.13
"2019-05-13 00:00:00",1206481.87,233.5
"2019-05-20 00:00:00",45395.76,251.14
"2019-05-27 00:00:00",176762.03,266.9
"2019-06-03 00:00:00",999060.17,245.68
"2019-06-10 00:00:00",304792.39,255.93
"2019-06-17 00:00:00",765082.57,282.62
"2019-06-24 00:00:00",629998.67,311.09
"2019-07-01 00:00:00",46927.89,291.41
"2019-07-08 00:00:00",2532971.32,283.05
"2019-07-15 00:00:00",144160.51,218.31
"2019-07-22 00:00:00",540794.69,214.29
"2019-07-29 00:00:00",1329303.17,215.62
"2019-08-05 00:00:00",729621.16,220.14
"2019-08-12 00:00:00",61127.38,193.89
"2019-08-19 00:00:00",112255.94,192.31
"2019-08-26 00:00:00",1198422.04,176.13
"2019-09-02 00:00:00",377494.86,176.13
"2019-09-09 00:00:00",830138.66,181.96
"2019-09-16 00:00:00",-22129.461945,210.24
"2019-09-23 00:00:00",178057.81,175.32
"2019-09-30 00:00:00",575425.62,175.79
"2019-10-07 00:00:00",178138.83,184.08
"2019-10-14 00:00:00",973339.51,177.07
"2019-10-21 00:00:00",876077.09,173.85
"2019-10-28 00:00:00",500240.54,184.12
"2019-11-04 00:00:00",85659.18,187.01
"2019-11-11 00:00:00",144699.62,184.66
"2019-11-18 00:00:00",201494.44,163.53
"2019-11-25 00:00:00",1505868.75,149.61
"2019-12-02 00:00:00",439369.06,148.48
"2019-12-09 00:00:00",420302.7,144.73
"2019-12-16 00:00:00",1146881.56,129.22
"2019-12-23 00:00:00",285581.57,128.42
"2019-12-30 00:00:00",641584.73,132.05
"2020-01-06 00:00:00",353637.66,141.76
"2020-01-13 00:00:00",-93824.246717,162.86
"2020-01-20 00:00:00",196932.89,163.99
"2020-01-27 00:00:00",677479.1,177.79
"2020-02-03 00:00:00",569053.39,207.33
"2020-02-10 00:00:00",210491.28,254.28
"2020-02-17 00:00:00",383031.84,263.74
"2020-02-24 00:00:00",665078.03,235.76
"2020-03-02 00:00:00",146474.4,229.35
"2020-03-09 00:00:00",646578.88,159.39
"2020-03-16 00:00:00",846835.06,123.95
"2020-03-23 00:00:00",761737.89,133.6
"2020-03-30 00:00:00",279958.59,138.2
"2020-04-06 00:00:00",444875.76,163.64
"2020-04-13 00:00:00",323750.04,166.82
"2020-04-20 00:00:00",1785771.16,183.91
"2020-04-27 00:00:00",227620.56,207.03
"2020-05-04 00:00:00",651732.24,205.72
"2020-05-11 00:00:00",192334.96,195.93
"2020-05-18 00:00:00",270968.22,207.55
"2020-05-25 00:00:00",683862.95,215.96
"2020-06-01 00:00:00",1291299.75,240.99
"2020-06-08 00:00:00",-10803.51842,239.47
"2020-06-15 00:00:00",506343.09,229.81
"2020-06-22 00:00:00",1051161.04,232.59
"2020-06-29 00:00:00",483778.08,226.89
"2020-07-06 00:00:00",439899.88,239.87
"2020-07-13 00:00:00",91763.34,236.98
"2020-07-20 00:00:00",1665283.42,269.55
"2020-07-27 00:00:00",963546.45,339.15
"2020-08-03 00:00:00",323349.73,389.87
"2020-08-10 00:00:00",738814.22,407.22
"2020-08-17 00:00:00",560053.5,408.75
"2020-08-24 00:00:00",698816.36,394.45
"2020-08-31 00:00:00",1486338.01,403.65
"2020-09-07 00:00:00",858134.81,357.93
"2020-09-14 00:00:00",1360918.45,375.53
"2020-09-21 00:00:00",514290.88,344.99
"2020-09-28 00:00:00",1314569.14,353.07
"2020-10-05 00:00:00",656246.51,354.8
"2020-10-12 00:00:00",340707.2,375.59
"2020-10-19 00:00:00",412298.64,396.71
"2020-10-26 00:00:00",883467.38,391.66
"2020-11-02 00:00:00",343229.1,414.89
"2020-11-09 00:00:00",630418.54,457.65
"2020-11-16 00:00:00",-116900.419695,495.88
"2020-11-23 00:00:00",528685.62,560.61
"2020-11-30 00:00:00",552822.39,597.01
"2020-12-07 00:00:00",396398.74,567.11
"2020-12-14 00:00:00",1336858.53,625.68
"2020-12-21 00:00:00",525874.75,620.5
"2020-12-28 00:00:00",196871.05,754.61
"2021-01-04 00:00:00",375360.59,1158.17
"2021-01-11 00:00:00",413903.56,1142.29
"2021-01-18 00:00:00",-311240.1842,1261.97
"2021-01-25 00:00:00",687251.84,1334.89
"2021-02-01 00:00:00",1028961.59,1566.77
"2021-02-08 00:00:00",927336.61,1772.33
"2021-02-15 00:00:00",703741.78,1859.1
"2021-02-22 00:00:00",616651.16,1539.55
"2021-03-01 00:00:00",1740261.72,1561.19
"2021-03-08 00:00:00",270353.47,1814.04
"2021-03-15 00:00:00",1324530.52,1797.37
"2021-03-22 00:00:00",926347.15,1669.35
"2021-03-29 00:00:00",1592167.75,1933.08
"2021-04-05 00:00:00",24655.41,2078.92
"2021-04-12 00:00:00",451357.89,2315.08
"2021-04-19 00:00:00",291914.04,2286.5
"2021-04-26 00:00:00",99700.54,2706.4
"2021-05-03 00:00:00",974578.38,3496.5
"2021-05-10 00:00:00",691320.95,3892.46
"2021-05-17 00:00:00",1313604.9,2705.26
"2021-05-24 00:00:00",610072.64,2537.87
"2021-05-31 00:00:00",961072,2665.65
"2021-06-07 00:00:00",659088.1,2488.06
"2021-06-14 00:00:00",225804.21,2368.97
"2021-06-21 00:00:00",680591.43,1914.3
"2021-06-28 00:00:00",233656.71,2161.63
"2021-07-05 00:00:00",295347.85,2206.87
"2021-07-12 00:00:00",102854.74,1957.52
"2021-07-19 00:00:00",453537.57,1986.37
"2021-07-26 00:00:00",567575.44,2379.74
"2021-08-02 00:00:00",-89996.267274,2765.26
"2021-08-09 00:00:00",305809.32,3166.6
"2021-08-16 00:00:00",370146.34,3171.15
"2021-08-23 00:00:00",1655323.5,3217.66
"2021-08-30 00:00:00",430114.42,3665.51
"2021-09-06 00:00:00",226158.39,3472.92
"2021-09-13 00:00:00",1028590.6,3428.34
"2021-09-20 00:00:00",712508.81,2973.94
"2021-09-27 00:00:00",46975.34,3095.76
"2021-10-04 00:00:00",714146.05,3502.48
"2021-10-11 00:00:00",556943.19,3669.42
"2021-10-18 00:00:00",807985.53,3992.88
"2021-10-25 00:00:00",354375.44,4220.48
"2021-11-01 00:00:00",946483.35,4472.55
"2021-11-08 00:00:00",38976.03,4680.69
"2021-11-15 00:00:00",2709438.71,4306.23
"2021-11-22 00:00:00",309901.34,4222.02
"2021-11-29 00:00:00",403681.22,4372.12
"2021-12-06 00:00:00",141842.78,4176.31
"2021-12-13 00:00:00",663318.37,3899.02
"2021-12-20 00:00:00",628146.11,4015.24
"2021-12-27 00:00:00",540484.09,3800.7
"2022-01-03 00:00:00",498714.85,3448.26
"2022-01-10 00:00:00",-60751.014353,3252.69
"2022-01-17 00:00:00",952452.28,2905.45
"2022-01-24 00:00:00",266124.96,2484.93
"2022-01-31 00:00:00",290225.01,2795.19
"2022-02-07 00:00:00",45658.8,3056
"2022-02-14 00:00:00",192463.98,2909.46
"2022-02-21 00:00:00",678439.54,2660.21
"2022-02-28 00:00:00",206975.37,2788.6
"2022-03-07 00:00:00",396708.62,2593.6
"2022-03-14 00:00:00",243355.67,2764.11
"2022-03-21 00:00:00",-295951.781287,3055.34
"2022-03-28 00:00:00",979044.84,3405.3
"2022-04-04 00:00:00",390038.36,3309.25
"2022-04-11 00:00:00",291564.43,3047.65
"2022-04-18 00:00:00",392671.39,3013.34
"2022-04-25 00:00:00",266970.75,2859.13
"2022-05-02 00:00:00",581095.88,2747.97
"2022-05-09 00:00:00",404625.16,2143.8
"2022-05-16 00:00:00",285147.98,2008.9
"2022-05-23 00:00:00",481097.71,1874.6
"2022-05-30 00:00:00",179985.62,1847.52
"2022-06-06 00:00:00",-154763.024513,1724.18
"2022-06-13 00:00:00",-284055.952745,1125.7
"2022-06-20 00:00:00",456454.6,1154.83
"2022-06-27 00:00:00",984728.98,1107.01
"2022-07-04 00:00:00",101493.36,1175.41
"2022-07-11 00:00:00",418236.41,1182.87
"2022-07-18 00:00:00",1695451.76,1549.01
"2022-07-25 00:00:00",767968.71,1611.94
"2022-08-01 00:00:00",121261.68,1660.77
"2022-08-08 00:00:00",-280561.785827,1859.4
"2022-08-15 00:00:00",1573429.42,1783.61
"2022-08-22 00:00:00",-60627.800841,1583.2
"2022-08-29 00:00:00",1331043.28,1553.96
"2022-09-05 00:00:00",165612.02,1658.55
"2022-09-12 00:00:00",2394118.71,1548.89
"2022-09-19 00:00:00",368398.15,1318.41
"2022-09-26 00:00:00",753584.64,1321.02
"2022-10-03 00:00:00",316680.66,1332.41
"2022-10-10 00:00:00",921011.07,1289.91
"2022-10-17 00:00:00",478003.14,1306.13
"2022-10-24 00:00:00",451082.56,1512.77
"2022-10-31 00:00:00",227088.11,1589.07
"2022-11-07 00:00:00",-482691.765145,1310.44
"2022-11-14 00:00:00",-156047.238233,1218.3
"2022-11-21 00:00:00",151905.41,1169.06
"2022-11-28 00:00:00",94855.01,1246.51
"2022-12-05 00:00:00",477812.65,1265.21
"2022-12-12 00:00:00",-520385.513834,1250.4
"2022-12-19 00:00:00",413535.46,1205.97
"2022-12-26 00:00:00",91922.43,1203.13
"2023-01-02 00:00:00",119240.7,1243.84
"2023-01-09 00:00:00",385212.98,1414.99
"2023-01-16 00:00:00",708528.89,1588.18
"2023-01-23 00:00:00",332350.86,1596.64
"2023-01-30 00:00:00",627172.37,1630.77
"2023-02-06 00:00:00",331046.1,1586.68
"2023-02-13 00:00:00",200403.36,1627.74
"2023-02-20 00:00:00",872322.26,1639.1
"2023-02-27 00:00:00",526926.98,1610.83
"2023-03-06 00:00:00",-398597.891479,1506.87
"2023-03-13 00:00:00",235514,1718.79
"2023-03-20 00:00:00",751025.72,1771.64
"2023-03-27 00:00:00",107415.77,1788.71
"2023-04-03 00:00:00",142117.53,1858.78
"2023-04-10 00:00:00",358022.07,1944.17
