Date,Bitcoin,Crypto,Cryptocurrency,ETH,Crytpo Regulations,Crypto Ban,Crypto Bubble,Bull,Bear,Hack,Crypto Market,Stocks,Time to buy,should I sell,how to buy,exchange,wallet,mining,blockchain,Bitcoin_delta,Crypto_delta,Cryptocurrency_delta,ETH_delta,Crytpo Regulations_delta,Crypto Ban_delta,Crypto Bubble_delta,Bull_delta,Bear_delta,Hack_delta,Crypto Market_delta,Stocks_delta,Time to buy_delta,should I sell_delta,how to buy_delta,exchange_delta,wallet_delta,mining_delta,blockchain_delta,Open,High,Low,Close,Volume,PriceDelta,VolumeDelta,EMA3,EMA7,EMA14,EMA20,EMA50,Volume_USDT,VolumeDelta_USDT,Volatility_USDT,Yesterday_Price,3day_Past_Mean_Price,7day_Past_Mean_Price,Yesterday_Volume,3day_Past_Mean_Volume,7day_Past_Mean_Volume,Yesterday_Vol_USDT,3day_Past_Mean_Vol_USDT,7day_Past_Mean_Vol_USDT,RSI,RSI_BuySellFlag,EMA_BuySellFlag
6/17/2020,82,11,5,5,0,0,2,74,85,39,0,32,4,0,75,71,30,21,6,12,5,3,1,0,0,-1,-14,8,1,0,0,-13,0,-16,2,-3,5,1,9533.78418,9540.422852,9327.339844,9480.254883,20177709879,-57.769531,-1387827330,9486.432449,9507.148162,9532.663247,9512.774989,9163.509985,24323246034,-894404447,0.007437,9538.024414,9489.660482,9447.667411,21565537209,22814317285,22550959267,25217650481,27553197717,27658412892,50.60146991,0,-1
6/18/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-82,-11,-5,-5,0,0,-2,-74,-85,-39,0,-32,-4,0,-75,-71,-30,-21,-6,9481.567383,9482.782227,9328.395508,9411.84082,17770083003,-68.414063,-2407626876,9449.136634,9483.321326,9516.55359,9503.162211,9173.248449,21264596740,-3058649294,0.007243,9480.254883,9476.706706,9460.533064,20177709879,19837776697,20768522062,24323246034,23601831085,25085111984,49.0562194,0,0
6/19/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9410.293945,9440.875977,9274.295898,9288.018555,19632223107,-123.822265,1862140104,9368.577595,9434.495634,9486.082252,9482.672339,9177.749237,23397934727,2133337987,0.011904,9411.84082,9393.371419,9432.986607,17770083003,19193338663,20343044718,21264596740,22995259167,24320736145,46.30035331,0,0
6/20/2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9290.959961,9394.97168,9247.379883,9332.34082,17130541557,44.322265,-2501681550,9350.459207,9408.95693,9465.583395,9468.355051,9183.811652,20222952960,-3174981767,0.014736,9288.018555,9344.066732,9412.567104,19632223107,18177615889,20281076038,23397934727,21628494809,24107368949,47.43860628,0,0
6/21/2020,55,12,2,4,0,2,0,99,87,44,0,19,10,9,89,41,32,13,1,55,12,2,4,0,2,0,99,87,44,0,19,10,9,89,41,32,13,1,9330.926758,9401.107422,9300.430664,9303.629883,15324301169,-28.710937,-1806240388,9327.044545,9382.625168,9443.989593,9452.66694,9188.510407,18590123868,-1632829092,0.008428,9332.34082,9307.996419,9400.68736,17130541557,17362355278,19757157242,20222952960,20737003852,23733600207,46.74735725,0,0
6/22/2020,62,8,5,6,0,0,0,98,83,39,2,28,13,0,94,64,33,17,3,7,-4,3,2,0,-2,0,-1,-4,-5,2,9,3,-9,5,23,1,4,2,9300.915039,9655.073242,9296.87207,9648.717773,21104009514,345.08789,5779708345,9487.881159,9449.14832,9471.286684,9471.338448,9206.557754,25901068733,7310944865,0.012791,9303.629883,9428.229492,9428.975307,15324301169,17852950747,18957772205,18590123868,21571381854,22702510506,55.19762853,0,1
6/23/2020,65,7,5,7,0,2,0,90,75,41,0,27,9,3,88,73,28,17,5,3,-1,0,1,0,2,0,-8,-8,2,-2,-1,-4,3,-6,9,-5,0,2,9644.076172,9670.541016,9547.24707,9629.658203,17006433272,-19.05957,-4097576242,9558.769681,9494.27579,9492.402886,9486.41652,9223.149929,21481732223,-4419336510,0.012034,9648.717773,9527.335286,9442.065848,21104009514,17811581318,18306471643,25901068733,21990974941,22168807898,54.68152343,0,0
6/24/2020,70,10,6,7,0,0,0,84,93,41,0,30,6,10,88,63,26,14,6,5,3,1,0,0,-2,0,-6,18,0,0,3,-3,7,0,-10,-2,-3,1,9632.149414,9680.367188,9278.233398,9313.610352,18961716076,-316.047851,1955282804,9436.190017,9449.109431,9468.563882,9469.95879,9226.697396,25367004473,3885272250,0.015021,9629.658203,9530.662109,9418.259487,17006433272,19024052954,18132758243,21481732223,24249935143,22317916246,46.85763688,0,-1
6/25/2020,66,11,7,4,0,0,9,80,87,46,0,27,9,0,88,55,31,16,6,-4,1,1,-3,0,0,9,-4,-6,5,0,-3,3,-10,0,-8,5,2,0,9314.126953,9340.161133,9095.324219,9264.813477,18616048626,-48.796875,-345667450,9350.501747,9403.035442,9441.397161,9450.421141,9228.192145,21617089198,-3749915275,0.01286,9313.610352,9402.694011,9397.25558,18961716076,18194732658,18253610474,25367004473,22821941965,22368272312,45.76876941,0,0
6/26/2020,66,11,6,2,0,0,0,88,87,37,0,27,6,4,82,66,22,14,6,0,0,-1,-2,0,0,-9,8,0,-9,0,0,-3,4,-6,11,-9,-2,0,9260.995117,9310.516602,9101.738281,9162.917969,18341465837,-101.895508,-274582789,9256.709858,9343.006074,9404.266602,9423.039886,9225.632373,22595324560,978235362,0.00972,9264.813477,9247.113933,9379.384068,18616048626,18639743513,18069216579,21617089198,23193139410,22253613716,43.49581946,0,0
6/27/2020,65,8,4,3,0,0,0,82,93,42,0,25,8,0,74,58,28,13,3,-1,-3,-2,1,0,0,0,-6,6,5,0,-2,2,-4,-8,-8,6,-1,-3,9167.824219,9207.810547,8998.216797,9045.390625,17273093144,-117.527344,-1068372693,9151.050241,9268.602212,9356.416472,9387.07329,9218.564069,22069989504,-525335056,0.016036,9162.917969,9157.707357,9338.391183,18341465837,18076869202,18089581091,22595324560,22094134421,22517476080,40.96861441,0,0
6/28/2020,76,11,6,3,0,0,0,95,96,42,0,16,0,0,92,48,23,15,1,11,3,2,0,0,0,0,13,3,0,0,-9,-8,0,18,-10,-5,2,-2,9048.460938,9197.546875,8975.525391,9143.582031,14560870760,98.191406,-2712222384,9147.316136,9237.347167,9328.038546,9363.883646,9215.623597,18015458533,-4054530971,0.02472,9045.390625,9117.296875,9315.527204,17273093144,16725143247,17980519604,22069989504,20893590866,22435381032,43.90129676,0,0
6/29/2020,69,13,5,4,0,0,0,78,91,41,0,26,9,0,68,59,27,16,1,-7,2,-1,1,0,0,0,-17,-5,-1,0,10,9,0,-24,11,4,1,0,9140.029297,9237.573242,9041.875977,9190.854492,16460547078,47.272461,1899676318,9169.085314,9225.723998,9309.747339,9347.404679,9214.65226,20201360245,2185901712,0.010142,9143.582031,9126.609049,9250.118164,14560870760,16098170327,17317167828,18015458533,20095602761,21621136962,45.30996798,0,0
6/30/2020,79,10,6,6,0,0,0,65,84,39,0,27,12,3,93,41,20,10,1,10,-3,1,2,0,0,0,-13,-7,-2,0,1,3,3,25,-18,-7,-6,0,9185.581055,9217.835938,9084.837891,9137.993164,15735797744,-52.861328,-724749334,9153.539239,9203.791289,9286.846782,9327.460725,9211.646021,18926019120,-1275341125,0.009385,9190.854492,9157.476562,9179.880301,16460547078,15585738527,17135648466,20201360245,19047612633,21256035090,43.9800434,0,0
7/1/2020,73,3,5,4,0,0,0,65,95,34,0,29,7,0,100,67,26,14,3,-6,-7,-1,-2,0,0,0,0,11,-5,0,2,-5,-3,7,26,6,4,2,9145.985352,9309.754883,9104.735352,9228.325195,15971550355,90.332031,235752611,9190.932217,9209.924766,9279.043904,9318.019246,9212.300106,20410901924,1484882804,0.009245,9137.993164,9185.724284,9167.696708,15735797744,16055965059,16708481935,18926019120,19846093763,20548020441,46.85093802,0,0
7/2/2020,86,14,8,12,0,3,0,67,88,36,0,30,10,4,77,66,30,17,5,13,11,3,8,0,3,0,2,-7,2,0,1,3,4,-23,-1,4,3,2,9231.139648,9274.962891,9036.623047,9123.410156,16338916796,-104.915039,367366441,9157.171187,9188.296113,9258.292738,9299.485047,9208.814225,21713824216,1302922292,0.021554,9228.325195,9163.242838,9147.496233,15971550355,16015421632,16383177388,20410901924,20350248420,20561839729,44.0287161,0,0
