"DateTime","Total Volume","Price"
"2017-10-30 00:00:00",69391986.93,298.46
"2017-11-06 00:00:00",78590452.04,305.66
"2017-11-13 00:00:00",82226430.99,332.44
"2017-11-20 00:00:00",101933726.35,409.66
"2017-11-27 00:00:00",146997706.55,457.44
"2017-12-04 00:00:00",35315348.52,448.22
"2017-12-11 00:00:00",22926620.89,644.9
"2017-12-18 00:00:00",15019346,731.5
"2017-12-25 00:00:00",18562952.36,720.52
"2018-01-01 00:00:00",18519103.74,919.17
"2018-01-08 00:00:00",60371794,1241.16
"2018-01-15 00:00:00",24912119.39,1082.08
"2018-01-22 00:00:00",17611867.04,1045.36
"2018-01-29 00:00:00",20325016.76,1015.95
"2018-02-05 00:00:00",10956446.06,788.95
"2018-02-12 00:00:00",9829788.98,903.27
"2018-02-19 00:00:00",9647896.44,865.15
"2018-02-26 00:00:00",6849559.89,863.46
"2018-03-05 00:00:00",7504597.7,755.96
"2018-03-12 00:00:00",9950734.07,619.47
"2018-03-19 00:00:00",7993547.45,539.58
"2018-03-26 00:00:00",11367312.36,429.46
"2018-04-02 00:00:00",5896660.57,387.51
"2018-04-09 00:00:00",7611706.87,459.74
"2018-04-16 00:00:00",7426490.35,556.93
"2018-04-23 00:00:00",12357987.19,657.93
"2018-04-30 00:00:00",10315040.33,731.85
"2018-05-07 00:00:00",11019497.27,720.13
"2018-05-14 00:00:00",7875130.63,699.35
"2018-05-21 00:00:00",10637779.02,616.18
"2018-05-28 00:00:00",10908166.21,569.38
"2018-06-04 00:00:00",9118089.49,593.67
"2018-06-11 00:00:00",14860826.25,500.07
"2018-06-18 00:00:00",7610075.91,500.8
"2018-06-25 00:00:00",7805485.69,441.59
"2018-07-02 00:00:00",5748120.44,471.36
"2018-07-09 00:00:00",5267298.94,443.95
"2018-07-16 00:00:00",6651142.51,469.98
"2018-07-23 00:00:00",5029051.6,466.88
"2018-07-30 00:00:00",6531472.67,423.39
"2018-08-06 00:00:00",6260120.32,358.17
"2018-08-13 00:00:00",8186748.62,292.85
"2018-08-20 00:00:00",5367877.98,278.3
"2018-08-27 00:00:00",5254434.9,287.08
"2018-09-03 00:00:00",12349024.38,240.09
"2018-09-10 00:00:00",9620951.5,200.67
"2018-09-17 00:00:00",7620960.58,223.09
"2018-09-24 00:00:00",6505874.54,224.32
"2018-10-01 00:00:00",3835102.86,224.99
"2018-10-08 00:00:00",6442158.72,210.98
"2018-10-15 00:00:00",8375044.22,207.22
"2018-10-22 00:00:00",4966103.31,203.19
"2018-10-29 00:00:00",4696923.42,199.7
"2018-11-05 00:00:00",5067134.29,213
"2018-11-12 00:00:00",7706223.61,187.83
"2018-11-19 00:00:00",15815875.93,130.72
"2018-11-26 00:00:00",37886052.33,115.18
"2018-12-03 00:00:00",10852863.62,99.99
"2018-12-10 00:00:00",6791804.72,87.78
"2018-12-17 00:00:00",15094189.5,108.21
"2018-12-24 00:00:00",10424863.61,134.85
"2018-12-31 00:00:00",11175648.55,149.37
"2019-01-07 00:00:00",10243057.84,138.96
"2019-01-14 00:00:00",8174715.19,123.07
"2019-01-21 00:00:00",5002568.48,116.63
"2019-01-28 00:00:00",6555218.61,107.53
"2019-02-04 00:00:00",4862776.55,111.11
"2019-02-11 00:00:00",5660802.24,123.76
"2019-02-18 00:00:00",9631414.58,147.8
"2019-02-25 00:00:00",8374458.01,135.81
"2019-03-04 00:00:00",7610756.09,135.25
"2019-03-11 00:00:00",7473552.22,135.88
"2019-03-18 00:00:00",8218815.53,137.9
"2019-03-25 00:00:00",7862239.27,138.91
"2019-04-01 00:00:00",10250050.97,160.59
"2019-04-08 00:00:00",9547322.97,171.51
"2019-04-15 00:00:00",7842492.84,169.05
"2019-04-22 00:00:00",10881712.79,162.8
"2019-04-29 00:00:00",8676803.04,162.23
"2019-05-06 00:00:00",12593564.74,177.13
"2019-05-13 00:00:00",17865245.9,233.5
"2019-05-20 00:00:00",10566544.02,251.14
"2019-05-27 00:00:00",11852126.86,266.9
"2019-06-03 00:00:00",9681736,245.68
"2019-06-10 00:00:00",10333780.92,255.93
"2019-06-17 00:00:00",10403084.67,282.62
"2019-06-24 00:00:00",11671660.81,311.09
"2019-07-01 00:00:00",6848884.62,291.41
"2019-07-08 00:00:00",11533100.65,283.05
"2019-07-15 00:00:00",8876277.83,218.31
"2019-07-22 00:00:00",6152323.64,214.29
"2019-07-29 00:00:00",6823610.91,215.62
"2019-08-05 00:00:00",7377774.22,220.14
"2019-08-12 00:00:00",6801272.18,193.89
"2019-08-19 00:00:00",6434749.45,192.31
"2019-08-26 00:00:00",7485448.46,176.13
"2019-09-02 00:00:00",7162168.94,176.13
"2019-09-09 00:00:00",6098263.11,181.96
"2019-09-16 00:00:00",7992919.29,210.24
"2019-09-23 00:00:00",9516020.54,175.32
"2019-09-30 00:00:00",5455436.7,175.79
"2019-10-07 00:00:00",5415352.81,184.08
"2019-10-14 00:00:00",5834837.31,177.07
"2019-10-21 00:00:00",8092591.57,173.85
"2019-10-28 00:00:00",7721640.52,184.12
"2019-11-04 00:00:00",6034904.86,187.01
"2019-11-11 00:00:00",4751856.95,184.66
"2019-11-18 00:00:00",9268282.78,163.53
"2019-11-25 00:00:00",9719494.38,149.61
"2019-12-02 00:00:00",7001904.14,148.48
"2019-12-09 00:00:00",4609125.85,144.73
"2019-12-16 00:00:00",9591102.14,129.22
"2019-12-23 00:00:00",5982881.48,128.42
"2019-12-30 00:00:00",6523820.13,132.05
"2020-01-06 00:00:00",6534384.76,141.76
"2020-01-13 00:00:00",8573336.83,162.86
"2020-01-20 00:00:00",4303126.03,163.99
"2020-01-27 00:00:00",6478201.44,177.79
"2020-02-03 00:00:00",8534718.72,207.33
"2020-02-10 00:00:00",9970523.55,254.28
"2020-02-17 00:00:00",10704603.92,263.74
"2020-02-24 00:00:00",10304266.88,235.76
"2020-03-02 00:00:00",9386209.23,229.35
"2020-03-09 00:00:00",29444186.12,159.39
"2020-03-16 00:00:00",17794155.78,123.95
"2020-03-23 00:00:00",11665939.73,133.6
"2020-03-30 00:00:00",7393991.67,138.2
"2020-04-06 00:00:00",9078458.61,163.64
"2020-04-13 00:00:00",7811809.87,166.82
"2020-04-20 00:00:00",11014258.85,183.91
"2020-04-27 00:00:00",9166491.56,207.03
"2020-05-04 00:00:00",10944929.82,205.72
"2020-05-11 00:00:00",10052894.63,195.93
"2020-05-18 00:00:00",8951946.42,207.55
"2020-05-25 00:00:00",10487115.14,215.96
"2020-06-01 00:00:00",9179867.93,240.99
"2020-06-08 00:00:00",8309113.43,239.47
"2020-06-15 00:00:00",13247325.08,229.81
"2020-06-22 00:00:00",19751638.39,232.59
"2020-06-29 00:00:00",16820648.64,226.89
"2020-07-06 00:00:00",13017322.65,239.87
"2020-07-13 00:00:00",11361055.44,236.98
"2020-07-20 00:00:00",19494798.45,269.55
"2020-07-27 00:00:00",21467055.66,339.15
"2020-08-03 00:00:00",14673884.71,389.87
"2020-08-10 00:00:00",22704334.57,407.22
"2020-08-17 00:00:00",16195968.75,408.75
"2020-08-24 00:00:00",20005601.96,394.45
"2020-08-31 00:00:00",54744004.07,403.65
"2020-09-07 00:00:00",46390126.68,357.93
"2020-09-14 00:00:00",55451647.64,375.53
"2020-09-21 00:00:00",29405251.87,344.99
"2020-09-28 00:00:00",26462375.48,353.07
"2020-10-05 00:00:00",24580031.62,354.8
"2020-10-12 00:00:00",25809852.95,375.59
"2020-10-19 00:00:00",26203964.98,396.71
"2020-10-26 00:00:00",28471319.92,391.66
"2020-11-02 00:00:00",37401118.26,414.89
"2020-11-09 00:00:00",28069316.32,457.65
"2020-11-16 00:00:00",40509344.14,495.88
"2020-11-23 00:00:00",37295632.73,560.61
"2020-11-30 00:00:00",34671396.21,597.01
"2020-12-07 00:00:00",32638303.81,567.11
"2020-12-14 00:00:00",34009854.82,625.68
"2020-12-21 00:00:00",31984380.92,620.5
"2020-12-28 00:00:00",42317812.92,754.61
"2021-01-04 00:00:00",49272851.53,1158.17
"2021-01-11 00:00:00",54971138.18,1142.29
"2021-01-18 00:00:00",53368906.38,1261.97
"2021-01-25 00:00:00",51132757.6,1334.89
"2021-02-01 00:00:00",55777003.03,1566.77
"2021-02-08 00:00:00",40025222.65,1772.33
"2021-02-15 00:00:00",42128598.22,1859.1
"2021-02-22 00:00:00",59806222.44,1539.55
"2021-03-01 00:00:00",40126797.91,1561.19
"2021-03-08 00:00:00",31462565.35,1814.04
"2021-03-15 00:00:00",26512126.42,1797.37
"2021-03-22 00:00:00",26962485.93,1669.35
"2021-03-29 00:00:00",39124128.52,1933.08
"2021-04-05 00:00:00",63731957.22,2078.92
"2021-04-12 00:00:00",35842338.58,2315.08
"2021-04-19 00:00:00",37034233.41,2286.5
"2021-04-26 00:00:00",48201171.18,2706.4
"2021-05-03 00:00:00",85107290.14,3496.5
"2021-05-10 00:00:00",45046106.6,3892.46
"2021-05-17 00:00:00",76717578.56,2705.26
"2021-05-24 00:00:00",79033626.05,2537.87
"2021-05-31 00:00:00",49823531.3,2665.65
"2021-06-07 00:00:00",53235418.02,2488.06
"2021-06-14 00:00:00",65139868.89,2368.97
"2021-06-21 00:00:00",58630087.78,1914.3
"2021-06-28 00:00:00",29529321.36,2161.63
"2021-07-05 00:00:00",29808167.93,2206.87
"2021-07-12 00:00:00",35928479.74,1957.52
"2021-07-19 00:00:00",29394185.64,1986.37
"2021-07-26 00:00:00",22485216.75,2379.74
"2021-08-02 00:00:00",23749780.39,2765.26
"2021-08-09 00:00:00",22989287.93,3166.6
"2021-08-16 00:00:00",25620816.49,3171.15
"2021-08-23 00:00:00",29476993.84,3217.66
"2021-08-30 00:00:00",26667206.59,3665.51
"2021-09-06 00:00:00",25479371.98,3472.92
"2021-09-13 00:00:00",16750088.39,3428.34
"2021-09-20 00:00:00",29981845.91,2973.94
"2021-09-27 00:00:00",20574649.54,3095.76
"2021-10-04 00:00:00",19668320.04,3502.48
"2021-10-11 00:00:00",19205364.3,3669.42
"2021-10-18 00:00:00",17706433.95,3992.88
"2021-10-25 00:00:00",23966442.17,4220.48
"2021-11-01 00:00:00",16072330.39,4472.55
"2021-11-08 00:00:00",14999510.09,4680.69
"2021-11-15 00:00:00",18860726.26,4306.23
"2021-11-22 00:00:00",16007107.97,4222.02
"2021-11-29 00:00:00",22255322.21,4372.12
"2021-12-06 00:00:00",17858758.84,4176.31
"2021-12-13 00:00:00",17353474.99,3899.02
"2021-12-20 00:00:00",11728162.02,4015.24
"2021-12-27 00:00:00",16073199.03,3800.7
"2022-01-03 00:00:00",16122026.05,3448.26
"2022-01-10 00:00:00",13243385.77,3252.69
"2022-01-17 00:00:00",23309545.73,2905.45
"2022-01-24 00:00:00",21498248.85,2484.93
"2022-01-31 00:00:00",15237106.06,2795.19
"2022-02-07 00:00:00",16298538.73,3056
"2022-02-14 00:00:00",12321086.58,2909.46
"2022-02-21 00:00:00",16739401.62,2660.21
"2022-02-28 00:00:00",13142153,2788.6
"2022-03-07 00:00:00",10784668.22,2593.6
"2022-03-14 00:00:00",14121887.24,2764.11
"2022-03-21 00:00:00",13556855.89,3055.34
"2022-03-28 00:00:00",15543608.66,3405.3
"2022-04-04 00:00:00",10963745.64,3309.25
"2022-04-11 00:00:00",13469297.55,3047.65
"2022-04-18 00:00:00",12820114.61,3013.34
"2022-04-25 00:00:00",17676274.06,2859.13
"2022-05-02 00:00:00",17333427.9,2747.97
"2022-05-09 00:00:00",40124296.26,2143.8
"2022-05-16 00:00:00",18844855.96,2008.9
"2022-05-23 00:00:00",16847581.22,1874.6
"2022-05-30 00:00:00",14380167.29,1847.52
"2022-06-06 00:00:00",23396031.35,1724.18
"2022-06-13 00:00:00",48462426.86,1125.7
"2022-06-20 00:00:00",17568587.04,1154.83
"2022-06-27 00:00:00",18759769.57,1107.01
"2022-07-04 00:00:00",16703453.9,1175.41
"2022-07-11 00:00:00",18685411.86,1182.87
"2022-07-18 00:00:00",20881802.43,1549.01
"2022-07-25 00:00:00",14737550.12,1611.94
"2022-08-01 00:00:00",11423838.14,1660.77
"2022-08-08 00:00:00",14768160.98,1859.4
"2022-08-15 00:00:00",14001070.36,1783.61
"2022-08-22 00:00:00",13954882.34,1583.2
"2022-08-29 00:00:00",17632244.39,1553.96
"2022-09-05 00:00:00",17592906.93,1658.55
"2022-09-12 00:00:00",36350280.65,1548.89
"2022-09-19 00:00:00",19382233.02,1318.41
"2022-09-26 00:00:00",14533041.96,1321.02
"2022-10-03 00:00:00",9494859.78,1332.41
"2022-10-10 00:00:00",10160775.57,1289.91
"2022-10-17 00:00:00",9398440.68,1306.13
"2022-10-24 00:00:00",17153438.6,1512.77
"2022-10-31 00:00:00",13742476.81,1589.07
"2022-11-07 00:00:00",39844524.28,1310.44
"2022-11-14 00:00:00",19816707.03,1218.3
"2022-11-21 00:00:00",17952310.85,1169.06
"2022-11-28 00:00:00",12163447.86,1246.51
"2022-12-05 00:00:00",11302412.79,1265.21
"2022-12-12 00:00:00",13645763.41,1250.4
"2022-12-19 00:00:00",8576124.74,1205.97
"2022-12-26 00:00:00",7266072.83,1203.13
"2023-01-02 00:00:00",7905076.02,1243.84
"2023-01-09 00:00:00",14032238.85,1414.99
"2023-01-16 00:00:00",12288570.63,1588.18
"2023-01-23 00:00:00",12542655.42,1596.64
"2023-01-30 00:00:00",12424262.67,1630.77
"2023-02-06 00:00:00",12561453.51,1586.68
"2023-02-13 00:00:00",12032543.61,1627.74
"2023-02-20 00:00:00",11090260.42,1639.1
"2023-02-27 00:00:00",9663012.99,1610.83
"2023-03-06 00:00:00",22936950.91,1506.87
"2023-03-13 00:00:00",21332782.81,1718.79
"2023-03-20 00:00:00",15689537.49,1771.64
"2023-03-27 00:00:00",10806098.21,1788.71
"2023-04-03 00:00:00",10757236.02,1858.78
"2023-04-10 00:00:00",11614584,1944.17
