"Date(UTC)","Unique Address Total Count","Unique Address Receive Count","Unique Address Sent Count"
"01/15/2020","193344","157780","99429"
"01/16/2020","239637","185754","115734"
"01/17/2020","204122","170886","95360"
"01/18/2020","200377","164534","101180"
"01/19/2020","188844","159880","83050"
"01/20/2020","181287","151630","81861"
"01/21/2020","173053","143363","80009"
"01/22/2020","173323","147006","71319"
"01/23/2020","169674","149693","62451"
"01/24/2020","145194","130102","50052"
"01/25/2020","117835","104855","40388"
"01/26/2020","112269","98935","41819"
"01/27/2020","150861","134127","53739"
"01/28/2020","149456","131782","57573"
"01/29/2020","137987","120971","61183"
"01/30/2020","153562","134840","64757"
"01/31/2020","164530","142998","69101"
"02/01/2020","180166","160839","64216"
"02/02/2020","150282","132559","62826"
"02/03/2020","182403","160144","73958"
"02/04/2020","141577","120836","69642"
"02/05/2020","159876","139749","74962"
"02/06/2020","165439","144734","79832"
"02/07/2020","162935","137103","89248"
"02/08/2020","217322","185371","95343"
"02/09/2020","218848","188519","90464"
"02/10/2020","253960","227364","96396"
"02/11/2020","214539","177417","104053"
"02/12/2020","279245","222788","132394"
"02/13/2020","288393","251713","117017"
"02/14/2020","303421","276838","100242"
"02/15/2020","208594","182177","90191"
"02/16/2020","177545","150429","83164"
"02/17/2020","219580","192892","88962"
"02/18/2020","209958","180481","93424"
"02/19/2020","211187","179703","96848"
"02/20/2020","217172","187045","92750"
"02/21/2020","208463","170202","96110"
"02/22/2020","184057","162895","72619"
"02/23/2020","149443","127849","73558"
"02/24/2020","189348","159640","92598"
"02/25/2020","168222","143299","86380"
"02/26/2020","185318","155341","97852"
"02/27/2020","184412","151254","99835"
"02/28/2020","188936","153709","99457"
"02/29/2020","180210","157857","83742"
"03/01/2020","169593","145549","85150"
"03/02/2020","190836","155128","100180"
"03/03/2020","189414","161560","89741"
"03/04/2020","193306","166032","93857"
"03/05/2020","229778","194100","106371"
"03/06/2020","185950","160219","95675"
"03/07/2020","188221","163774","85042"
"03/08/2020","173045","151234","86568"
"03/09/2020","195315","167343","105298"
"03/10/2020","227709","202936","100560"
"03/11/2020","214978","189889","98802"
"03/12/2020","172949","147373","84044"
"03/13/2020","203611","167025","112079"
"03/14/2020","220388","189368","96519"
"03/15/2020","188697","156877","84490"
"03/16/2020","208142","181923","104387"
"03/17/2020","247700","213757","114099"
"03/18/2020","300491","224497","144698"
"03/19/2020","357272","247452","185313"
"03/20/2020","294989","214254","158644"
"03/21/2020","409128","259116","246599"
"03/22/2020","292949","211265","159192"
"03/23/2020","288722","203672","162930"
"03/24/2020","290825","217170","154377"
"03/25/2020","253786","201982","129705"
"03/26/2020","254762","205976","122869"
"03/27/2020","240363","190659","126860"
"03/28/2020","197496","164330","95016"
"03/29/2020","185111","157272","84039"
"03/30/2020","218435","185310","103154"
"03/31/2020","233542","198743","110401"
"04/01/2020","257243","223376","103429"
"04/02/2020","213085","171249","114354"
"04/03/2020","213134","168367","113878"
"04/04/2020","182764","152610","88197"
"04/05/2020","180503","152620","86553"
"04/06/2020","204402","174179","101842"
"04/07/2020","218711","184912","108443"
"04/08/2020","231305","197616","107761"
"04/09/2020","237930","203478","106079"
"04/10/2020","280727","245874","109036"
"04/11/2020","550555","522889","96109"
"04/12/2020","536320","506058","101417"
"04/13/2020","332633","304684","106718"
"04/14/2020","342301","311847","112206"
"04/15/2020","391194","359566","109838"
"04/16/2020","356452","325266","109217"
"04/17/2020","377664","342340","113188"
"04/18/2020","228508","192112","110159"
"04/19/2020","246634","216033","105757"
"04/20/2020","288798","251863","123426"
"04/21/2020","270147","232900","118431"
"04/22/2020","269651","236314","115935"
"04/23/2020","234328","198818","120918"
"04/24/2020","260861","219201","125974"
"04/25/2020","243050","210699","110867"
"04/26/2020","219702","186926","113060"
"04/27/2020","249741","207285","129665"
"04/28/2020","269221","228379","123665"
"04/29/2020","238017","203041","118636"
"04/30/2020","222701","192465","113329"
"05/01/2020","228783","192219","113305"
"05/02/2020","203300","172255","105983"
"05/03/2020","207255","177132","105298"
"05/04/2020","437321","404709","109267"
"05/05/2020","269384","242794","110003"
"05/06/2020","567441","533987","117746"
"05/07/2020","1101901","1061653","124833"
"05/08/2020","234770","196256","121637"
"05/09/2020","262208","223798","122119"
"05/10/2020","220212","178747","121002"
"05/11/2020","249331","202799","127002"
"05/12/2020","242089","204600","120215"
"05/13/2020","225264","196858","105631"
"05/14/2020","231792","201612","109672"
"05/15/2020","257119","223473","114689"
"05/16/2020","233010","194419","115422"
"05/17/2020","219364","185388","111204"
"05/18/2020","248245","211867","125883"
"05/19/2020","242698","204273","121189"
"05/20/2020","248563","213060","119738"
"05/21/2020","229015","194554","109710"
"05/22/2020","257292","216921","125121"
"05/23/2020","252979","203203","122481"
"05/24/2020","219175","184163","114557"
"05/25/2020","259461","222531","130184"
"05/26/2020","255478","211041","135675"
"05/27/2020","244445","191932","131421"
"05/28/2020","247690","198447","134864"
"05/29/2020","257314","204156","135913"
"05/30/2020","237266","180760","140070"
"05/31/2020","239420","193902","134708"
"06/01/2020","258769","207081","143062"
"06/02/2020","266927","215189","151453"
"06/03/2020","243106","206394","132487"
"06/04/2020","256998","218292","136733"
"06/05/2020","240848","209454","123077"
"06/06/2020","324167","294203","113554"
"06/07/2020","338488","307007","113992"
"06/08/2020","294238","253008","136626"
"06/09/2020","265188","207419","159066"
"06/10/2020","246715","199440","145179"
"06/11/2020","229783","187998","136402"
"06/12/2020","274409","202435","159980"
"06/13/2020","240294","182174","144254"
"06/14/2020","226311","172159","132108"
"06/15/2020","242630","188181","144104"
"06/16/2020","254194","188820","154696"
"06/17/2020","258749","197556","149656"
"06/18/2020","261429","196317","160094"
"06/19/2020","273853","210011","162504"
"06/20/2020","252450","176326","167080"
"06/21/2020","235829","174534","155501"
"06/22/2020","279238","215154","169297"
"06/23/2020","300925","222532","180426"
"06/24/2020","247759","184172","166438"
"06/25/2020","239640","171638","161376"
"06/26/2020","257668","182698","167395"
"06/27/2020","239547","162382","166799"
"06/28/2020","231323","177074","147962"
"06/29/2020","241768","202896","142164"
"06/30/2020","263850","216887","150080"
"07/01/2020","256039","208924","151562"
"07/02/2020","249828","197384","157999"
"07/03/2020","243511","191344","155276"
"07/04/2020","239770","178104","153491"
"07/05/2020","200341","172168","118836"
"07/06/2020","245816","214259","141801"
"07/07/2020","262351","215674","156724"
"07/08/2020","271164","222105","163821"
"07/09/2020","266809","222122","158115"
"07/10/2020","242660","207490","143446"
"07/11/2020","232416","184963","146378"
"07/12/2020","232393","195643","140250"
"07/13/2020","275841","230901","171337"
"07/14/2020","269866","227260","161187"
"07/15/2020","248361","204662","154459"
"07/16/2020","235596","198747","139541"
"07/17/2020","233871","197901","140365"
"07/18/2020","209487","177922","128307"
"07/19/2020","205043","176655","121184"
"07/20/2020","240352","203432","140760"
"07/21/2020","248435","212206","137387"
"07/22/2020","234317","193599","140519"
"07/23/2020","236067","199795","140349"
"07/24/2020","233477","201534","135367"
"07/25/2020","242283","189771","150134"
"07/26/2020","229835","188271","139866"
"07/27/2020","261968","219583","154681"
"07/28/2020","273756","215437","174673"
"07/29/2020","246731","208889","145774"
"07/30/2020","272423","231263","152755"
"07/31/2020","254218","215616","158540"
"08/01/2020","248936","208520","154730"
"08/02/2020","231943","193718","147613"
"08/03/2020","256524","218625","161495"
"08/04/2020","260796","220403","159199"
"08/05/2020","255238","210553","167262"
"08/06/2020","260271","216769","173112"
"08/07/2020","265363","232579","168043"
"08/08/2020","251881","205830","164078"
"08/09/2020","246496","209819","154066"
"08/10/2020","266027","229800","159604"
"08/11/2020","265491","225841","151002"
"08/12/2020","236658","208473","115464"
"08/13/2020","258474","212618","136663"
"08/14/2020","251315","209081","129521"
"08/15/2020","255410","195877","144942"
"08/16/2020","241242","189979","137447"
"08/17/2020","263278","218898","142595"
"08/18/2020","268464","228925","140861"
"08/19/2020","265177","221129","144738"
"08/20/2020","248007","207988","137311"
"08/21/2020","288495","211010","173520"
"08/22/2020","240176","179574","147855"
"08/23/2020","262160","173802","176297"
"08/24/2020","273404","199873","174507"
"08/25/2020","268873","215052","158041"
"08/26/2020","269967","210220","163863"
"08/27/2020","274479","216924","163428"
"08/28/2020","245530","205905","142591"
"08/29/2020","228404","193448","132920"
"08/30/2020","215465","190204","111935"
"08/31/2020","255730","223541","136008"
"09/01/2020","241676","214037","116784"
"09/02/2020","233977","200155","116218"
"09/03/2020","238553","193727","128323"
"09/04/2020","249771","198071","141203"
"09/05/2020","204427","165138","115153"
"09/06/2020","218120","161810","131899"
"09/07/2020","236290","185412","140344"
"09/08/2020","227806","185689","129567"
"09/09/2020","221553","186077","128279"
"09/10/2020","220482","185152","127619"
"09/11/2020","221066","184302","128565"
"09/12/2020","220769","178895","127624"
"09/13/2020","210977","174993","123782"
"09/14/2020","214555","186904","121878"
"09/15/2020","234527","197640","138738"
"09/16/2020","234962","198593","134466"
"09/17/2020","330343","311898","191586"
"09/18/2020","302262","255255","176095"
"09/19/2020","260769","209926","155535"
"09/20/2020","247809","192028","151836"
"09/21/2020","260519","208767","158146"
"09/22/2020","254266","208717","148625"
"09/23/2020","249970","207391","144834"
"09/24/2020","266545","211805","158749"
"09/25/2020","241610","195401","148031"
"09/26/2020","227909","185589","136289"
"09/27/2020","222287","190972","120220"
"09/28/2020","247113","208170","143706"
"09/29/2020","273378","220074","159883"
"09/30/2020","297648","236383","173574"
"10/01/2020","228640","186271","140695"
"10/02/2020","218675","181655","133815"
"10/03/2020","213851","175219","129089"
"10/04/2020","205375","174313","119998"
"10/05/2020","227219","195938","132684"
"10/06/2020","241638","205498","140564"
"10/07/2020","248826","207124","144047"
"10/08/2020","240255","203039","141046"
"10/09/2020","255441","211757","155067"
"10/10/2020","255094","199181","161675"
"10/11/2020","261563","197462","165093"
"10/12/2020","265960","207634","168559"
"10/13/2020","282647","219044","178269"
"10/14/2020","280679","228449","169169"
"10/15/2020","298648","241311","202747"
"10/16/2020","289959","236916","186685"
"10/17/2020","285430","215243","186919"
"10/18/2020","262374","183242","186896"
"10/19/2020","281030","216967","188648"
"10/20/2020","280954","221294","189263"
"10/21/2020","287697","238007","188364"
"10/22/2020","294565","225725","209897"
"10/23/2020","290093","211511","206835"
"10/24/2020","252397","194758","174411"
"10/25/2020","230959","194974","154306"
"10/26/2020","244771","208540","165242"
"10/27/2020","279849","237916","169240"
"10/28/2020","269635","221564","179514"
"10/29/2020","253802","215133","167517"
"10/30/2020","260734","212855","178043"
"10/31/2020","287950","237709","178544"
"11/01/2020","241507","203912","160002"
"11/02/2020","279315","237710","183751"
"11/03/2020","309899","268285","183982"
"11/04/2020","257130","215243","173494"
"11/05/2020","262021","222809","174047"
"11/06/2020","270363","221237","185542"
"11/07/2020","267147","211947","180253"
"11/08/2020","250033","207997","165088"
"11/09/2020","278660","225917","195513"
"11/10/2020","273967","229972","189996"
"11/11/2020","298903","244293","186886"
"11/12/2020","313670","262008","178836"
"11/13/2020","304474","263974","174895"
"11/14/2020","263608","208573","177651"
"11/15/2020","252037","203688","168514"
"11/16/2020","278012","234310","180797"
"11/17/2020","286456","237990","196259"
"11/18/2020","265456","223690","176407"
"11/19/2020","273460","229369","178600"
"11/20/2020","280489","241955","180732"
"11/21/2020","274517","234962","176883"
"11/22/2020","256579","219147","166938"
"11/23/2020","299254","256121","188605"
"11/24/2020","313820","265707","191684"
"11/25/2020","299065","252509","190085"
"11/26/2020","281202","234042","175827"
"11/27/2020","286205","228398","180418"
"11/28/2020","259296","214532","157803"
"11/29/2020","250953","210607","146974"
"11/30/2020","282404","238972","171852"
"12/01/2020","290470","235370","187697"
"12/02/2020","255831","209910","164710"
"12/03/2020","252503","214537","161637"
"12/04/2020","261298","205745","182979"
"12/05/2020","240144","193783","163176"
"12/06/2020","233244","190084","150713"
"12/07/2020","252399","206144","169414"
"12/08/2020","260372","214425","168872"
"12/09/2020","259689","216522","169515"
"12/10/2020","251962","208719","165729"
"12/11/2020","257710","212272","169355"
"12/12/2020","274815","227978","181894"
"12/13/2020","278264","233830","180064"
"12/14/2020","307140","256874","200658"
"12/15/2020","311201","260449","202622"
"12/16/2020","329645","272658","214416"
"12/17/2020","325499","279132","192971"
"12/18/2020","319451","230449","215898"
"12/19/2020","262066","207138","172820"
"12/20/2020","268525","216430","169585"
"12/21/2020","271343","224924","170762"
"12/22/2020","270186","228100","171106"
"12/23/2020","321381","280047","198745"
"12/24/2020","294949","239765","189529"
"12/25/2020","267425","222026","178186"
"12/26/2020","265630","211342","179262"
"12/27/2020","258924","210090","166701"
"12/28/2020","294726","246135","180702"
"12/29/2020","293980","241305","185139"
"12/30/2020","280129","223421","184277"
"12/31/2020","279919","231269","176431"
"01/01/2021","258943","204600","173211"
"01/02/2021","259139","212003","169414"
"01/03/2021","256428","214452","158464"
"01/04/2021","258351","217298","154612"
"01/05/2021","285996","236837","175748"
"01/06/2021","297635","240672","190444"
"01/07/2021","290914","237129","182184"
"01/08/2021","282031","228473","179056"
"01/09/2021","278860","217376","183933"
"01/10/2021","280337","223217","179101"
"01/11/2021","256710","213966","158487"
"01/12/2021","276725","223571","177603"
"01/13/2021","267256","210566","178850"
"01/14/2021","278638","219128","185396"
"01/15/2021","277794","220524","186161"
"01/16/2021","262456","213796","175161"
"01/17/2021","252610","209852","166629"
"01/18/2021","279829","233249","185245"
"01/19/2021","262291","218930","169188"
"01/20/2021","261451","214841","172358"
"01/21/2021","249215","204330","165135"
"01/22/2021","245969","202489","165113"
"01/23/2021","244803","194458","165714"
"01/24/2021","234312","191882","154778"
"01/25/2021","255142","214712","165238"
"01/26/2021","260307","210105","172559"
"01/27/2021","270901","227234","162658"
"01/28/2021","280337","227599","180282"
"01/29/2021","288454","235138","186469"
"01/30/2021","269102","224892","170170"
"01/31/2021","266116","223000","169391"
"02/01/2021","279533","236591","172251"
"02/02/2021","280938","234479","173029"
"02/03/2021","282102","235446","172230"
"02/04/2021","278366","231421","170169"
"02/05/2021","284357","240002","168137"
"02/06/2021","278049","223649","173168"
"02/07/2021","273678","223410","168462"
"02/08/2021","287171","237519","168122"
"02/09/2021","303291","248994","178824"
"02/10/2021","303384","247452","184409"
"02/11/2021","293919","237047","176555"
"02/12/2021","294371","233356","183240"
"02/13/2021","283012","232547","174827"
"02/14/2021","268986","219172","172124"
"02/15/2021","276060","219069","162266"
"02/16/2021","287173","227669","183772"
"02/17/2021","272675","226429","166113"
"02/18/2021","297137","244071","180679"
"02/19/2021","303809","247546","189391"
"02/20/2021","308321","248359","195607"
"02/21/2021","290252","237718","181426"
"02/22/2021","282942","238428","166585"
"02/23/2021","263356","215021","161385"
"02/24/2021","287056","233666","176390"
"02/25/2021","269072","223682","167521"
"02/26/2021","266926","215761","172947"
"02/27/2021","257745","206017","168652"
"02/28/2021","243967","195620","158566"
"03/01/2021","266664","214668","170946"
"03/02/2021","273567","209300","184509"
"03/03/2021","280421","222477","183985"
"03/04/2021","268046","217433","173686"
"03/05/2021","250214","207555","160543"
"03/06/2021","231306","186740","155046"
"03/07/2021","227039","187223","148661"
"03/08/2021","260988","218286","164617"
"03/09/2021","282852","234554","181951"
"03/10/2021","299300","256110","172461"
"03/11/2021","299592","254502","171346"
"03/12/2021","290122","236839","181345"
"03/13/2021","273927","227489","170900"
"03/14/2021","285888","220807","184109"
"03/15/2021","290621","243897","172685"
"03/16/2021","301540","244562","185046"
"03/17/2021","282597","234799","173164"
"03/18/2021","293591","244714","176293"
"03/19/2021","302910","248371","190104"
"03/20/2021","283078","230705","177640"
"03/21/2021","262290","213705","164859"
"03/22/2021","294738","247658","171577"
"03/23/2021","307086","238403","187895"
"03/24/2021","292236","238426","173782"
"03/25/2021","303999","235987","198389"
"03/26/2021","287296","227291","182562"
"03/27/2021","276153","219948","176742"
"03/28/2021","253146","207354","159032"
"03/29/2021","283700","228885","179867"
"03/30/2021","292516","242855","180710"
"03/31/2021","303751","256974","179925"
"04/01/2021","306647","256498","176795"
"04/02/2021","319483","240049","208843"
"04/03/2021","289567","236195","184530"
"04/04/2021","289376","236902","176183"
"04/05/2021","299836","250663","180781"
"04/06/2021","316210","256398","199180"
"04/07/2021","299890","250274","184630"
"04/08/2021","303900","248466","191739"
"04/09/2021","311433","259298","197709"
"04/10/2021","301572","241792","191814"
"04/11/2021","303252","240509","191432"
"04/12/2021","343142","275276","206771"
"04/13/2021","352788","294953","200810"
"04/14/2021","355784","275484","225148"
"04/15/2021","302643","242823","187324"
"04/16/2021","349388","274619","213925"
"04/17/2021","337620","277092","194701"
"04/18/2021","316826","264370","189241"
"04/19/2021","335434","276854","192125"
"04/20/2021","348810","297454","179985"
"04/21/2021","375730","309736","208168"
"04/22/2021","370027","304854","222416"
"04/23/2021","360897","292540","226669"
"04/24/2021","321400","247068","202679"
"04/25/2021","323533","234681","213821"
"04/26/2021","342482","269764","218381"
"04/27/2021","343301","275850","217607"
"04/28/2021","370767","278951","239522"
"04/29/2021","383311","276503","259023"
"04/30/2021","358413","272043","223735"
"05/01/2021","341319","245076","219927"
"05/02/2021","312199","232510","198597"
"05/03/2021","323298","257941","195290"
"05/04/2021","351511","287455","202413"
"05/05/2021","369745","300725","211222"
"05/06/2021","375457","309704","213314"
"05/07/2021","385076","321237","207863"
"05/08/2021","400767","333693","191826"
"05/09/2021","401638","321590","207686"
"05/10/2021","430408","370763","172321"
"05/11/2021","393994","340205","151083"
"05/12/2021","371677","310127","164916"
"05/13/2021","407540","295338","233706"
"05/14/2021","398015","300845","216508"
"05/15/2021","389893","308057","201809"
"05/16/2021","333117","261991","187070"
"05/17/2021","368664","288503","207034"
"05/18/2021","355933","291849","191641"
"05/19/2021","316099","258155","178926"
"05/20/2021","334937","269186","189732"
"05/21/2021","320798","249874","185310"
"05/22/2021","308573","228446","183572"
"05/23/2021","267083","206587","163984"
"05/24/2021","305855","241946","178959"
"05/25/2021","329983","256524","189140"
"05/26/2021","330611","268221","189270"
"05/27/2021","306313","235337","190033"
"05/28/2021","314011","247794","190770"
"05/29/2021","323773","247168","185229"
"05/30/2021","334826","200409","233624"
"05/31/2021","310260","226543","193005"
"06/01/2021","301881","228582","189867"
"06/02/2021","330132","251742","201954"
"06/03/2021","337670","258255","200984"
"06/04/2021","309921","231590","199000"
"06/05/2021","272500","199557","176003"
"06/06/2021","269050","200606","167206"
"06/07/2021","314384","248576","184641"
"06/08/2021","290004","232846","180943"
"06/09/2021","270180","213821","172289"
"06/10/2021","283971","227882","179611"
"06/11/2021","278826","225113","177150"
"06/12/2021","249605","198266","157257"
"06/13/2021","253684","193430","161583"
"06/14/2021","286086","226680","180650"
"06/15/2021","300888","251564","181496"
"06/16/2021","295680","246903","179292"
"06/17/2021","304190","249492","189595"
"06/18/2021","288358","237907","181008"
"06/19/2021","241401","197405","148881"
"06/20/2021","235119","192547","146231"
"06/21/2021","271486","223886","169839"
"06/22/2021","292174","240285","185667"
"06/23/2021","297323","243425","175804"
"06/24/2021","290593","237655","175358"
"06/25/2021","303780","247175","175579"
"06/26/2021","265741","202408","168263"
"06/27/2021","233567","193602","139853"
"06/28/2021","285519","233055","174241"
"06/29/2021","327429","252192","204011"
"06/30/2021","310666","242829","186004"
"07/01/2021","291586","237793","172026"
"07/02/2021","291381","242812","169264"
"07/03/2021","280113","224839","168212"
"07/04/2021","260239","210096","163332"
"07/05/2021","279635","225915","170455"
"07/06/2021","298162","256103","181598"
"07/07/2021","294145","246790","186950"
"07/08/2021","296573","248782","182250"
"07/09/2021","341762","297252","181205"
"07/10/2021","258969","215694","164252"
"07/11/2021","246645","202041","160115"
"07/12/2021","268440","218597","176094"
"07/13/2021","264124","226302","167681"
"07/14/2021","262848","218643","174233"
"07/15/2021","269569","227567","172466"
"07/16/2021","259505","214781","169768"
"07/17/2021","254868","207539","166097"
"07/18/2021","226027","188118","150426"
"07/19/2021","259329","210426","171205"
"07/20/2021","266235","219015","169780"
"07/21/2021","259531","208709","169551"
"07/22/2021","265617","224037","171293"
"07/23/2021","277684","226859","170527"
"07/24/2021","274714","228997","162765"
"07/25/2021","240118","199410","152555"
"07/26/2021","279963","237316","167932"
"07/27/2021","263320","209733","166704"
"07/28/2021","259199","214146","159042"
"07/29/2021","280087","233822","169025"
"07/30/2021","286142","235097","175535"
"07/31/2021","263030","213621","167688"
"08/01/2021","248324","207389","149291"
"08/02/2021","298042","222816","194049"
"08/03/2021","255803","207614","163435"
"08/04/2021","273662","223210","168895"
"08/05/2021","239871","198040","154276"
"08/06/2021","262569","216604","168371"
"08/07/2021","253216","208342","163320"
"08/08/2021","251988","212523","154775"
"08/09/2021","266542","224382","156225"
"08/10/2021","259673","212301","163133"
"08/11/2021","284591","236538","173043"
"08/12/2021","277845","225408","174058"
"08/13/2021","270916","212410","174472"
"08/14/2021","265068","219825","160435"
"08/15/2021","237934","194740","150559"
"08/16/2021","279126","232575","171652"
"08/17/2021","276254","227504","173592"
"08/18/2021","265118","218238","168076"
"08/19/2021","289836","231879","186263"
"08/20/2021","296554","243175","186585"
"08/21/2021","263308","214640","167019"
"08/22/2021","247944","202214","157391"
"08/23/2021","264382","219620","164210"
"08/24/2021","250207","206476","153493"
"08/25/2021","235992","191101","144999"
"08/26/2021","234221","192508","144539"
"08/27/2021","239907","196237","133303"
"08/28/2021","220894","176014","134493"
"08/29/2021","210028","168009","129122"
"08/30/2021","231618","188554","143068"
"08/31/2021","244929","198201","145802"
"09/01/2021","247291","193414","151214"
"09/02/2021","261988","214105","155008"
"09/03/2021","227598","185230","128211"
"09/04/2021","213352","163939","129349"
"09/05/2021","213977","167177","128304"
"09/06/2021","241524","194784","141701"
"09/07/2021","262247","209233","156370"
"09/08/2021","256859","207396","152275"
"09/09/2021","259470","211570","155071"
"09/10/2021","273371","217181","167783"
"09/11/2021","272033","211563","167337"
"09/12/2021","253696","215082","149386"
"09/13/2021","251990","209253","156690"
"09/14/2021","279289","237265","160728"
"09/15/2021","262005","217464","156066"
"09/16/2021","294790","252753","159332"
"09/17/2021","336505","277420","173301"
"09/18/2021","235983","184435","150183"
"09/19/2021","247097","207367","137363"
"09/20/2021","235793","193444","146381"
"09/21/2021","251551","183719","166236"
"09/22/2021","258953","194642","170105"
"09/23/2021","232667","185294","147188"
"09/24/2021","229055","185240","143478"
"09/25/2021","216357","172285","135927"
"09/26/2021","198375","163738","120411"
"09/27/2021","216738","180047","130314"
"09/28/2021","210569","172419","128265"
"09/29/2021","217937","173959","138294"
"09/30/2021","214011","178424","127705"
"10/01/2021","231121","184561","144853"
"10/02/2021","216360","173275","135732"
"10/03/2021","209562","166522","130889"
"10/04/2021","226499","182862","132115"
"10/05/2021","265131","209012","156150"
"10/06/2021","263770","213040","146020"
"10/07/2021","325650","242344","192176"
"10/08/2021","284512","208632","180059"
"10/09/2021","250175","196127","157598"
"10/10/2021","238495","185352","148152"
"10/11/2021","268043","197005","175798"
"10/12/2021","264219","215911","159568"
"10/13/2021","249700","206693","145537"
"10/14/2021","250457","207090","147915"
"10/15/2021","255503","211368","155155"
"10/16/2021","239298","195765","145982"
"10/17/2021","229658","184284","139931"
"10/18/2021","260144","211951","154719"
"10/19/2021","277497","221947","165100"
"10/20/2021","290535","236604","166814"
"10/21/2021","275636","221564","161280"
"10/22/2021","287169","230308","165158"
"10/23/2021","260380","213538","150173"
"10/24/2021","292023","235279","170396"
"10/25/2021","296766","246401","167802"
"10/26/2021","325886","274473","169323"
"10/27/2021","360868","299318","177675"
"10/28/2021","411968","318856","220076"
"10/29/2021","383868","306596","194703"
"10/30/2021","367530","299581","180309"
"10/31/2021","350548","276741","184889"
"11/01/2021","360349","283208","191502"
"11/02/2021","369280","290346","198664"
"11/03/2021","382613","291519","219607"
"11/04/2021","385523","306570","213327"
"11/05/2021","338826","277828","193249"
"11/06/2021","320318","246176","191755"
"11/07/2021","321896","254521","188772"
"11/08/2021","335142","268426","197261"
"11/09/2021","344389","293107","194414"
"11/10/2021","337873","282270","189909"
"11/11/2021","317942","260837","179647"
"11/12/2021","322135","267854","176943"
"11/13/2021","302917","247385","161936"
"11/14/2021","299224","244323","162235"
"11/15/2021","309149","261152","163865"
"11/16/2021","314454","249846","189251"
"11/17/2021","296289","243785","170147"
"11/18/2021","307499","257344","168029"
"11/19/2021","295580","242988","163472"
"11/20/2021","275695","224812","153844"
"11/21/2021","342611","272632","178883"
"11/22/2021","271478","223811","155155"
"11/23/2021","297180","240994","170762"
"11/24/2021","333452","259809","195931"
"11/25/2021","320175","264216","178921"
"11/26/2021","318125","253483","188576"
"11/27/2021","273313","219960","158437"
"11/28/2021","244339","193884","144071"
"11/29/2021","277929","232075","154232"
"11/30/2021","293185","243551","162940"
"12/01/2021","287178","232631","164583"
"12/02/2021","357293","303206","174078"
"12/03/2021","331925","279683","169482"
"12/04/2021","295481","240074","178358"
"12/05/2021","258341","191216","161752"
"12/06/2021","289818","222242","179926"
"12/07/2021","298878","222185","187547"
"12/08/2021","315565","209926","210460"
"12/09/2021","286909","215541","175968"
"12/10/2021","278515","212878","168658"
"12/11/2021","253336","189989","159206"
"12/12/2021","248017","184270","155253"
"12/13/2021","268320","204998","168837"
"12/14/2021","294332","220694","178773"
"12/15/2021","298534","230581","184975"
"12/16/2021","262188","199028","158840"
"12/17/2021","259387","190078","165719"
"12/18/2021","234475","178919","145661"
"12/19/2021","243936","193577","139658"
"12/20/2021","248321","196757","155386"
"12/21/2021","251876","204759","154343"
"12/22/2021","263870","213423","157895"
"12/23/2021","281327","227787","164714"
"12/24/2021","329739","267342","176516"
"12/25/2021","366087","313285","174150"
"12/26/2021","292075","233127","156810"
"12/27/2021","277720","217158","158044"
"12/28/2021","263518","206357","152283"
"12/29/2021","285629","235301","166481"
"12/30/2021","282771","212186","171408"
"12/31/2021","264273","207881","154552"
"01/01/2022","209529","163837","124063"
"01/02/2022","210281","168639","124896"
"01/03/2022","250470","197654","148452"
"01/04/2022","244006","194354","140476"
"01/05/2022","243333","195465","144386"
"01/06/2022","252026","197351","146163"
"01/07/2022","235896","176135","146115"
"01/08/2022","216482","165125","129490"
"01/09/2022","171371","131092","104812"
"01/10/2022","226449","190225","141456"
"01/11/2022","246245","194776","155318"
"01/12/2022","240301","186334","152759"
"01/13/2022","232434","174056","145804"
"01/14/2022","218063","178687","127108"
"01/15/2022","199652","155095","120928"
"01/16/2022","190232","146041","117661"
"01/17/2022","206078","159176","129068"
"01/18/2022","205496","160123","128733"
"01/19/2022","206885","162023","129912"
"01/20/2022","210461","170546","127217"
"01/21/2022","223175","180323","132169"
"01/22/2022","236422","178989","148899"
"01/23/2022","249428","199443","121927"
"01/24/2022","215793","173622","129543"
"01/25/2022","203228","162579","122161"
"01/26/2022","199418","157873","123577"
"01/27/2022","186003","149851","112746"
"01/28/2022","203563","159315","125548"
"01/29/2022","182431","140390","112677"
"01/30/2022","174113","135446","107882"
"01/31/2022","197412","152526","120246"
"02/01/2022","198007","154561","121956"
"02/02/2022","187325","146645","112308"
"02/03/2022","187003","143243","114911"
"02/04/2022","196177","154626","118778"
"02/05/2022","199484","147507","129658"
"02/06/2022","202203","162096","124028"
"02/07/2022","230057","188875","146316"
"02/08/2022","215954","175307","132443"
"02/09/2022","237642","194065","131639"
"02/10/2022","223448","173618","138708"
"02/11/2022","236309","183132","143458"
"02/12/2022","214567","155198","138790"
"02/13/2022","217353","167481","128490"
"02/14/2022","208192","158083","132941"
"02/15/2022","219841","178980","131746"
"02/16/2022","198188","160492","120513"
"02/17/2022","201311","159391","124095"
"02/18/2022","196074","161364","122505"
"02/19/2022","180476","139474","114304"
"02/20/2022","176859","139188","109780"
"02/21/2022","177151","137652","108737"
"02/22/2022","204992","168086","118061"
"02/23/2022","193594","151211","123917"
"02/24/2022","241436","204203","142414"
"02/25/2022","193029","153966","116149"
"02/26/2022","188004","144077","117559"
"02/27/2022","177610","138283","109200"
