"Date(UTC)","Unique Address Total Count","Unique Address Receive Count","Unique Address Sent Count"
"12/01/2017","105914","93357","33416"
"12/02/2017","112733","99005","35358"
"12/03/2017","94464","75019","40294"
"12/04/2017","68355","53513","32584"
"12/05/2017","71255","55265","28255"
"12/06/2017","55487","43668","21357"
"12/07/2017","51086","38556","21614"
"12/08/2017","73705","42397","41600"
"12/09/2017","89545","41490","57982"
"12/10/2017","87445","58145","42603"
"12/11/2017","88243","67318","37114"
"12/12/2017","104217","75689","52278"
"12/13/2017","105515","81221","49234"
"12/14/2017","104818","82542","45157"
"12/15/2017","91856","71569","40775"
"12/16/2017","111414","89790","43766"
"12/17/2017","104335","80714","48260"
"12/18/2017","125115","98066","56888"
"12/19/2017","135542","104663","64184"
"12/20/2017","120047","97917","44827"
"12/21/2017","173847","151540","47113"
"12/22/2017","138657","117023","42063"
"12/23/2017","171914","146394","47542"
"12/24/2017","97929","80256","34952"
"12/25/2017","114745","98228","38723"
"12/26/2017","161509","145244","37195"
"12/27/2017","212561","190826","46594"
"12/28/2017","190411","171035","42642"
"12/29/2017","151785","127593","48046"
"12/30/2017","106427","82514","45578"
"12/31/2017","115496","95015","42625"
"01/01/2018","119193","97075","43737"
"01/02/2018","134038","109449","52650"
"01/03/2018","131238","106838","53104"
"01/04/2018","108820","87046","40765"
"01/05/2018","134329","109835","44572"
"01/06/2018","135143","105250","51043"
"01/07/2018","143604","110378","57881"
"01/08/2018","141484","110334","55825"
"01/09/2018","136224","107689","50834"
"01/10/2018","135785","109689","46071"
"01/11/2018","140566","111564","50992"
"01/12/2018","148962","115896","62008"
"01/13/2018","140597","111104","53789"
"01/14/2018","147318","118816","53072"
"01/15/2018","152247","123759","52043"
"01/16/2018","148621","118086","50844"
"01/17/2018","145684","119583","43531"
"01/18/2018","145312","110038","54751"
"01/19/2018","147664","109851","58058"
"01/20/2018","171921","141332","53054"
"01/21/2018","156050","127582","47028"
"01/22/2018","158817","132763","48310"
"01/23/2018","174455","142246","55958"
"01/24/2018","186784","155463","61164"
"01/25/2018","217871","188972","55664"
"01/26/2018","218979","197427","47639"
"01/27/2018","145114","121243","47265"
"01/28/2018","144355","119145","49942"
"01/29/2018","135108","102138","57073"
"01/30/2018","148580","121259","52752"
"01/31/2018","182129","157668","48490"
"02/01/2018","164608","142153","43895"
"02/02/2018","162889","140637","44230"
"02/03/2018","134250","113278","39635"
"02/04/2018","164496","143813","42906"
"02/05/2018","155400","133601","41886"
"02/06/2018","168599","141580","48129"
"02/07/2018","141802","120653","40638"
"02/08/2018","117252","95464","39875"
"02/09/2018","145693","125409","44527"
"02/10/2018","142094","122675","46944"
"02/11/2018","161869","144742","50224"
"02/12/2018","167642","145778","59657"
"02/13/2018","149512","130129","42182"
"02/14/2018","135920","109800","47176"
"02/15/2018","139831","119616","40909"
"02/16/2018","150283","135238","35336"
"02/17/2018","159210","142928","38707"
"02/18/2018","157986","137353","43014"
"02/19/2018","149693","132557","40857"
"02/20/2018","196665","179265","54128"
"02/21/2018","221092","199793","49354"
"02/22/2018","249721","228941","44371"
"02/23/2018","260441","242608","38223"
"02/24/2018","284719","266780","36624"
"02/25/2018","225507","205774","45025"
"02/26/2018","180388","157400","52129"
"02/27/2018","182186","155741","54771"
"02/28/2018","239523","217331","46413"
"03/01/2018","215292","192267","48077"
"03/02/2018","251616","219808","60976"
"03/03/2018","229421","196922","54370"
"03/04/2018","212161","194014","35220"
"03/05/2018","242087","217360","48803"
"03/06/2018","201250","176970","48295"
"03/07/2018","207931","184778","47973"
"03/08/2018","228678","205479","48170"
"03/09/2018","244276","222295","42417"
"03/10/2018","189113","165743","39705"
"03/11/2018","203137","169123","49471"
"03/12/2018","270205","247623","41199"
"03/13/2018","258919","224292","55770"
"03/14/2018","235727","196964","62290"
"03/15/2018","289833","257505","55290"
"03/16/2018","256395","228011","50153"
"03/17/2018","230952","205057","42588"
"03/18/2018","257237","224837","48424"
"03/19/2018","263337","229710","50179"
"03/20/2018","218411","182986","58200"
"03/21/2018","194827","161366","56985"
"03/22/2018","154114","127706","46096"
"03/23/2018","181205","134234","66684"
"03/24/2018","137352","114317","42468"
"03/25/2018","135711","114892","39425"
"03/26/2018","184941","156059","48765"
"03/27/2018","186260","164595","43385"
"03/28/2018","199136","181076","34004"
"03/29/2018","198712","176623","41679"
"03/30/2018","210270","183932","41619"
"03/31/2018","201572","177939","39168"
"04/01/2018","216952","197984","34538"
"04/02/2018","187071","164245","39304"
"04/03/2018","219756","197114","47882"
"04/04/2018","167181","140526","43605"
"04/05/2018","211891","151910","86143"
"04/06/2018","184733","131197","68965"
"04/07/2018","227686","186180","56820"
"04/08/2018","210436","162800","68454"
"04/09/2018","228028","185082","69121"
"04/10/2018","248227","216899","55017"
"04/11/2018","269889","234433","63139"
"04/12/2018","250363","208794","72310"
"04/13/2018","238860","195432","72383"
"04/14/2018","178644","138608","62213"
"04/15/2018","185146","144043","63033"
"04/16/2018","235938","202471","55281"
"04/17/2018","204179","173205","56928"
"04/18/2018","284904","246679","65156"
"04/19/2018","283870","226583","86621"
"04/20/2018","306769","257134","76912"
"04/21/2018","213587","160204","76409"
"04/22/2018","272094","214093","95387"
"04/23/2018","207236","150795","82005"
"04/24/2018","233048","169608","97853"
"04/25/2018","263405","211213","79159"
"04/26/2018","320659","257904","92049"
"04/27/2018","282567","240933","68208"
"04/28/2018","279103","230857","74228"
"04/29/2018","221164","185219","65739"
"04/30/2018","245468","210101","64411"
"05/01/2018","312795","282228","56832"
"05/02/2018","390860","350333","70437"
"05/03/2018","348336","303397","80058"
"05/04/2018","246593","215170","59642"
"05/05/2018","421691","380066","67987"
"05/06/2018","456611","401803","79461"
"05/07/2018","269202","202395","96631"
"05/08/2018","232657","174480","90107"
"05/09/2018","236704","202948","71983"
"05/10/2018","221356","185636","75419"
"05/11/2018","253376","216588","71744"
"05/12/2018","283808","242029","74563"
"05/13/2018","284794","250631","72737"
"05/14/2018","215973","180224","71287"
"05/15/2018","286483","248176","79992"
"05/16/2018","273321","213115","97172"
"05/17/2018","248432","198541","96640"
"05/18/2018","275931","224759","91035"
"05/19/2018","261777","214681","95782"
"05/20/2018","282027","230200","94506"
"05/21/2018","289558","241898","90866"
"05/22/2018","255615","221491","86599"
"05/23/2018","274976","224665","85804"
"05/24/2018","271091","223251","89016"
"05/25/2018","274239","221117","98687"
"05/26/2018","314882","258494","93585"
"05/27/2018","288581","228189","103661"
"05/28/2018","270291","218072","86145"
"05/29/2018","288429","235833","94234"
"05/30/2018","269186","210751","96316"
"05/31/2018","272024","196061","112324"
"06/01/2018","341289","290615","80345"
"06/02/2018","355074","273292","110202"
"06/03/2018","332307","262002","101144"
"06/04/2018","303324","263916","82960"
"06/05/2018","286393","249813","77606"
"06/06/2018","261251","224155","72523"
"06/07/2018","264278","216071","77218"
"06/08/2018","400280","361231","69630"
"06/09/2018","360252","286348","102835"
"06/10/2018","329960","255018","103474"
"06/11/2018","267428","205591","84734"
"06/12/2018","279910","225951","82636"
"06/13/2018","420873","368478","82523"
"06/14/2018","353472","296552","80804"
"06/15/2018","267959","226566","71043"
"06/16/2018","1376408","1320810","77168"
"06/17/2018","271218","202447","89761"
"06/18/2018","302904","245196","83567"
"06/19/2018","329949","251800","106038"
"06/20/2018","318368","242365","116332"
"06/21/2018","313329","234182","110449"
"06/22/2018","342212","264038","105272"
"06/23/2018","290778","228178","90971"
"06/24/2018","303479","259505","64146"
"06/25/2018","359197","243124","140424"
"06/26/2018","402866","355924","75590"
"06/27/2018","423591","346072","109582"
"06/28/2018","402642","338818","91351"
"06/29/2018","328559","267583","86315"
"06/30/2018","205792","174521","45719"
"07/01/2018","196368","182589","23156"
"07/02/2018","228402","214341","22811"
"07/03/2018","358074","340950","27781"
"07/04/2018","316154","296432","30598"
"07/05/2018","348372","324241","42087"
"07/06/2018","322510","307462","28202"
"07/07/2018","317083","296776","31139"
"07/08/2018","373210","342403","46860"
"07/09/2018","401673","368283","55047"
"07/10/2018","416963","378877","58806"
"07/11/2018","425718","391461","55700"
"07/12/2018","369903","338254","51642"
"07/13/2018","351415","328125","39089"
"07/14/2018","320285","306011","25388"
"07/15/2018","428870","407691","32516"
"07/16/2018","404837","356980","75169"
"07/17/2018","384210","288173","128894"
"07/18/2018","338615","268499","110471"
"07/19/2018","345257","279091","98528"
"07/20/2018","258054","206015","75589"
"07/21/2018","247558","210104","55856"
"07/22/2018","360624","300953","87989"
"07/23/2018","299431","236253","117622"
"07/24/2018","323055","248717","109738"
"07/25/2018","311619","234623","129326"
"07/26/2018","361159","284120","108425"
"07/27/2018","287941","197491","149709"
"07/28/2018","248914","163555","110542"
"07/29/2018","287725","188948","127346"
"07/30/2018","323542","245661","113172"
"07/31/2018","311363","243785","93403"
"08/01/2018","309416","232361","102836"
"08/02/2018","309681","233222","107410"
"08/03/2018","315830","274044","74001"
"08/04/2018","326934","265685","92172"
"08/05/2018","332385","261338","94348"
"08/06/2018","324508","269471","85573"
"08/07/2018","180937","136912","68907"
"08/08/2018","85147","66316","31929"
"08/09/2018","88801","71550","29635"
"08/10/2018","143944","109734","52007"
"08/11/2018","275359","245913","64458"
"08/12/2018","279594","250285","73600"
"08/13/2018","275450","223810","80532"
"08/14/2018","266638","225711","65387"
"08/15/2018","250897","210603","66703"
"08/16/2018","270430","229571","75940"
"08/17/2018","188211","161383","41060"
"08/18/2018","274766","236798","65307"
"08/19/2018","237780","185278","76516"
"08/20/2018","266523","211567","77580"
"08/21/2018","318839","282277","56994"
"08/22/2018","250761","211810","56634"
"08/23/2018","268706","236319","50625"
"08/24/2018","302623","267667","50227"
"08/25/2018","303584","260744","60045"
"08/26/2018","242332","197763","62809"
"08/27/2018","452215","421535","55794"
"08/28/2018","387929","349504","59401"
"08/29/2018","321829","288422","51169"
"08/30/2018","309862","273651","57225"
"08/31/2018","280985","248687","51608"
"09/01/2018","260640","214011","75015"
"09/02/2018","255292","197448","95708"
"09/03/2018","246003","175938","100349"
"09/04/2018","220324","178472","63291"
"09/05/2018","211072","174326","55143"
"09/06/2018","501725","298993","220417"
"09/07/2018","822252","481798","364358"
"09/08/2018","227662","203822","43620"
"09/09/2018","223626","190655","48965"
"09/10/2018","227152","197293","45083"
"09/11/2018","265030","210155","71887"
"09/12/2018","232959","196300","53365"
"09/13/2018","255219","206773","71226"
"09/14/2018","272905","227377","78619"
"09/15/2018","248096","221405","70281"
"09/16/2018","257032","233758","48649"
"09/17/2018","270569","223225","95171"
"09/18/2018","246920","211760","78350"
"09/19/2018","150438","125082","41971"
"09/20/2018","245445","216368","64223"
"09/21/2018","207629","185441","39694"
"09/22/2018","225426","201893","42635"
"09/23/2018","219857","194691","46125"
"09/24/2018","232885","210544","36676"
"09/25/2018","252435","229699","42455"
"09/26/2018","267637","247064","35595"
"09/27/2018","250499","228944","37340"
"09/28/2018","224041","201056","40075"
"09/29/2018","155101","135413","35565"
"09/30/2018","239755","211404","47163"
"10/01/2018","248083","225791","38983"
"10/02/2018","216030","194452","38785"
"10/03/2018","229479","187978","66631"
"10/04/2018","193684","154673","66447"
"10/05/2018","200643","145832","102188"
"10/06/2018","217021","172035","103044"
"10/07/2018","183678","149384","75684"
"10/08/2018","211915","178995","65010"
"10/09/2018","241622","207593","77592"
"10/10/2018","167436","140565","50291"
"10/11/2018","168798","139479","54006"
"10/12/2018","540913","500199","66135"
"10/13/2018","217197","176185","78222"
"10/14/2018","191475","162846","87224"
"10/15/2018","182281","149370","73151"
"10/16/2018","192065","164134","68995"
"10/17/2018","195383","160554","70236"
"10/18/2018","248591","220798","83253"
"10/19/2018","232920","199285","67796"
"10/20/2018","245369","224176","105558"
"10/21/2018","213812","185014","96852"
"10/22/2018","263461","215801","104706"
"10/23/2018","229904","198434","80891"
"10/24/2018","192655","164625","68823"
"10/25/2018","210079","177889","81873"
"10/26/2018","205231","172584","82484"
"10/27/2018","222025","192937","92455"
"10/28/2018","222645","193686","120719"
"10/29/2018","223101","175070","101497"
"10/30/2018","246601","192525","108629"
"10/31/2018","242185","199321","98855"
"11/01/2018","246810","213404","83282"
"11/02/2018","224767","202567","55710"
"11/03/2018","222388","195179","68632"
"11/04/2018","164676","132589","72346"
"11/05/2018","175110","147017","58461"
"11/06/2018","246755","210433","68792"
"11/07/2018","205427","177031","61241"
"11/08/2018","204822","177431","66790"
"11/09/2018","201540","164236","75969"
"11/10/2018","226292","184594","88904"
"11/11/2018","303995","232783","125288"
"11/12/2018","230343","192472","72658"
"11/13/2018","190341","155959","74191"
"11/14/2018","185638","155043","74921"
"11/15/2018","144760","118548","53499"
"11/16/2018","166027","139405","58818"
"11/17/2018","176769","149900","62338"
"11/18/2018","158636","127325","66047"
"11/19/2018","146267","113771","60736"
"11/20/2018","146852","111905","66918"
"11/21/2018","198280","168087","59672"
"11/22/2018","207326","176656","61478"
"11/23/2018","192478","157138","61640"
"11/24/2018","169116","140674","65474"
"11/25/2018","158144","129360","71829"
"11/26/2018","166572","136126","80880"
"11/27/2018","197046","176106","72621"
"11/28/2018","196754","169204","64272"
"11/29/2018","149548","128926","48349"
"11/30/2018","190402","165307","62979"
"12/01/2018","150568","129324","46693"
"12/02/2018","159834","135141","58667"
"12/03/2018","183392","160558","56636"
"12/04/2018","181522","159593","53241"
"12/05/2018","194658","166148","64177"
"12/06/2018","213209","186616","64439"
"12/07/2018","161395","133606","64060"
"12/08/2018","214896","163537","90419"
"12/09/2018","236458","188820","82023"
"12/10/2018","296651","254140","73592"
"12/11/2018","262080","225701","78678"
"12/12/2018","253312","215719","96213"
"12/13/2018","222441","192227","77878"
"12/14/2018","208150","180272","73760"
"12/15/2018","215901","178283","91663"
"12/16/2018","235812","194222","133490"
"12/17/2018","215103","180597","76138"
"12/18/2018","206054","180860","59028"
"12/19/2018","201711","175543","61924"
"12/20/2018","204332","173854","81965"
"12/21/2018","207682","176424","66881"
"12/22/2018","205218","174982","77156"
"12/23/2018","170749","143480","69011"
"12/24/2018","214510","185437","73089"
"12/25/2018","174792","149793","54304"
"12/26/2018","233833","205725","63481"
"12/27/2018","276238","244057","77332"
"12/28/2018","251209","217961","112735"
"12/29/2018","202145","175330","88244"
"12/30/2018","194855","170527","60824"
"12/31/2018","275515","248255","73562"
"01/01/2019","154076","131417","63353"
"01/02/2019","232928","199220","73115"
"01/03/2019","223609","168858","96162"
"01/04/2019","199775","170440","68163"
"01/05/2019","189913","164448","69347"
"01/06/2019","172245","142219","74712"
"01/07/2019","200445","171843","73724"
"01/08/2019","189455","155503","79916"
"01/09/2019","195368","165444","76070"
"01/10/2019","190462","166100","70180"
"01/11/2019","202007","171224","63566"
"01/12/2019","148875","126972","65730"
"01/13/2019","154020","125783","66101"
"01/14/2019","157757","122703","57908"
"01/15/2019","151502","125837","53465"
"01/16/2019","139005","112445","61110"
"01/17/2019","170517","135252","65690"
"01/18/2019","173144","138492","65648"
"01/19/2019","174000","144684","56414"
"01/20/2019","172802","142908","57890"
"01/21/2019","212127","181234","57449"
"01/22/2019","278813","250891","55260"
"01/23/2019","164943","132676","60622"
"01/24/2019","178040","149488","58925"
"01/25/2019","169512","131691","69792"
"01/26/2019","159265","134376","63485"
"01/27/2019","152721","115115","79854"
"01/28/2019","165443","140512","58232"
"01/29/2019","198171","171001","61588"
"01/30/2019","159790","135797","57951"
"01/31/2019","190176","167698","52832"
"02/01/2019","182809","161415","49467"
"02/02/2019","144508","125789","47701"
"02/03/2019","141225","125444","49801"
"02/04/2019","169160","152066","53555"
"02/05/2019","120622","98804","49831"
"02/06/2019","117784","102919","47297"
"02/07/2019","117578","102124","43481"
"02/08/2019","130813","111899","42177"
"02/09/2019","100960","81088","42574"
"02/10/2019","107996","94228","34760"
"02/11/2019","118840","99447","41846"
"02/12/2019","139289","117915","47055"
"02/13/2019","183047","155036","50816"
"02/14/2019","171978","141374","55243"
"02/15/2019","177909","153715","54100"
"02/16/2019","138799","113105","48923"
"02/17/2019","127308","104311","47986"
"02/18/2019","137794","111035","52262"
"02/19/2019","157013","133180","50845"
"02/20/2019","181572","159927","46705"
"02/21/2019","206055","185600","46799"
"02/22/2019","241018","214112","53429"
"02/23/2019","189619","169832","42880"
"02/24/2019","197631","177529","47148"
"02/25/2019","194384","173672","46991"
"02/26/2019","163621","138503","55777"
"02/27/2019","172132","145619","54822"
"02/28/2019","246768","221286","55635"
"03/01/2019","292228","258126","66691"
"03/02/2019","191981","169776","66035"
"03/03/2019","176607","154031","78791"
"03/04/2019","274639","245483","85657"
"03/05/2019","241541","213776","81534"
"03/06/2019","208691","175783","83230"
"03/07/2019","189539","162378","82091"
"03/08/2019","191515","160297","76452"
"03/09/2019","140170","116850","64256"
"03/10/2019","115515","94953","62029"
"03/11/2019","154689","131934","62182"
"03/12/2019","132177","105017","68048"
"03/13/2019","216330","190898","65544"
"03/14/2019","201423","172524","74271"
"03/15/2019","204637","178619","69366"
"03/16/2019","135622","110647","63245"
"03/17/2019","116715","89286","57284"
"03/18/2019","205875","178193","64854"
"03/19/2019","279771","252342","71775"
"03/20/2019","194677","162753","66724"
"03/21/2019","161546","136892","59550"
"03/22/2019","177707","148484","63565"
"03/23/2019","174142","150487","54174"
"03/24/2019","134641","106250","67181"
"03/25/2019","155955","129158","66426"
"03/26/2019","161746","136305","71079"
"03/27/2019","267255","231632","81528"
"03/28/2019","184885","141845","87940"
"03/29/2019","170876","135314","74084"
"03/30/2019","233548","204137","70209"
"03/31/2019","278456","248876","63816"
"04/01/2019","219624","175792","85862"
"04/02/2019","188296","152563","78847"
"04/03/2019","177734","145187","75018"
"04/04/2019","217023","177781","78915"
"04/05/2019","166243","136124","68729"
"04/06/2019","122698","98516","56952"
"04/07/2019","122424","95069","63906"
"04/08/2019","149142","122653","63124"
"04/09/2019","174814","152338","59172"
"04/10/2019","172954","148353","61314"
"04/11/2019","189602","159097","66322"
"04/12/2019","192147","172288","50995"
"04/13/2019","143526","121598","58485"
"04/14/2019","159750","140215","52638"
"04/15/2019","148290","124850","62268"
"04/16/2019","181636","158806","61473"
"04/17/2019","189235","163377","68263"
"04/18/2019","249493","220866","72039"
"04/19/2019","221871","175101","93380"
"04/20/2019","175081","128592","107827"
"04/21/2019","189829","165030","98382"
"04/22/2019","248876","218809","115277"
"04/23/2019","237794","205422","108904"
"04/24/2019","237825","203062","110980"
"04/25/2019","184111","146386","80071"
"04/26/2019","191792","159563","80951"
"04/27/2019","143067","112647","62698"
"04/28/2019","206026","179697","62594"
"04/29/2019","205406","180470","66904"
"04/30/2019","252950","225069","75536"
"05/01/2019","206490","162658","94166"
"05/02/2019","161785","138989","65680"
"05/03/2019","213480","185247","74361"
"05/04/2019","181398","158288","60534"
"05/05/2019","184789","151607","71887"
"05/06/2019","203178","174652","69620"
"05/07/2019","195712","171514","63083"
"05/08/2019","181245","154241","69426"
"05/09/2019","243196","214597","73355"
"05/10/2019","325432","289303","86930"
"05/11/2019","239164","203373","81763"
"05/12/2019","224400","194720","76011"
"05/13/2019","277810","249963","88691"
"05/14/2019","272036","241560","95172"
"05/15/2019","282337","250785","95461"
"05/16/2019","252876","221247","96229"
"05/17/2019","229917","203701","92893"
"05/18/2019","255344","229913","88047"
"05/19/2019","266842","237816","102216"
"05/20/2019","262579","231720","89200"
"05/21/2019","239392","202893","98602"
"05/22/2019","292511","262674","93247"
"05/23/2019","291582","255863","98890"
"05/24/2019","299169","262919","100548"
"05/25/2019","284269","243007","107966"
"05/26/2019","212448","171769","98546"
"05/27/2019","328696","285097","118813"
"05/28/2019","298997","264146","109200"
"05/29/2019","315899","280915","121763"
"05/30/2019","301969","266362","94694"
"05/31/2019","349076","316105","107095"
"06/01/2019","379121","320344","147168"
"06/02/2019","325572","265893","103829"
"06/03/2019","318971","283033","90401"
"06/04/2019","329861","292182","90540"
"06/05/2019","308266","270707","90073"
"06/06/2019","329944","272043","134326"
"06/07/2019","267307","232791","77616"
"06/08/2019","289976","243073","90890"
"06/09/2019","224044","178165","102940"
"06/10/2019","319615","288727","83579"
"06/11/2019","353379","303246","100632"
"06/12/2019","228285","183180","97711"
"06/13/2019","223358","153283","118920"
"06/14/2019","259631","215870","94724"
"06/15/2019","331048","254723","126650"
"06/16/2019","208085","121239","129271"
"06/17/2019","315970","284315","100756"
"06/18/2019","279495","233759","118381"
"06/19/2019","297888","248625","96530"
"06/20/2019","325558","286768","96812"
"06/21/2019","232672","184680","113167"
"06/22/2019","192486","148840","97937"
"06/23/2019","255021","215090","93784"
"06/24/2019","259522","207037","103318"
"06/25/2019","341582","301428","91299"
"06/26/2019","198248","157846","93930"
"06/27/2019","204030","166302","90744"
"06/28/2019","354761","318861","86288"
"06/29/2019","214435","168718","98819"
"06/30/2019","274184","241763","81150"
"07/01/2019","342689","306411","91220"
"07/02/2019","425666","392158","99746"
"07/03/2019","321964","265578","120685"
"07/04/2019","278266","201818","140182"
"07/05/2019","355700","309751","98767"
"07/06/2019","339342","299552","113902"
"07/07/2019","209778","177461","110906"
"07/08/2019","324484","287754","106115"
"07/09/2019","225068","182982","107766"
"07/10/2019","200844","158179","104589"
"07/11/2019","328779","292175","86656"
"07/12/2019","231674","172255","117590"
"07/13/2019","170384","134769","80605"
"07/14/2019","199345","163090","81584"
"07/15/2019","217631","186537","101521"
"07/16/2019","278675","248426","68493"
"07/17/2019","316590","283238","86110"
"07/18/2019","223564","192188","83606"
"07/19/2019","361685","329310","82526"
"07/20/2019","228868","193021","95095"
"07/21/2019","209748","182135","102202"
"07/22/2019","239629","209719","103721"
"07/23/2019","224803","187500","110015"
"07/24/2019","308420","267875","89475"
"07/25/2019","344638","309563","99253"
"07/26/2019","267362","216870","113343"
"07/27/2019","199760","163785","85771"
"07/28/2019","239444","210656","93776"
"07/29/2019","210444","174356","94604"
"07/30/2019","219098","172561","100308"
"07/31/2019","283432","244318","94768"
"08/01/2019","343057","311176","77544"
"08/02/2019","362419","315005","98376"
"08/03/2019","287862","260509","72822"
"08/04/2019","241675","195009","107986"
"08/05/2019","247206","208806","97728"
"08/06/2019","232418","193101","94113"
"08/07/2019","282768","247243","93451"
"08/08/2019","354227","309684","104597"
"08/09/2019","273588","232179","102235"
"08/10/2019","205285","153601","106119"
"08/11/2019","182066","139515","94199"
"08/12/2019","246961","190653","119396"
"08/13/2019","240414","188163","116472"
"08/14/2019","222425","171694","115981"
"08/15/2019","206667","175799","93754"
"08/16/2019","252526","217539","98344"
"08/17/2019","227829","199126","87508"
"08/18/2019","204515","172635","85772"
"08/19/2019","237699","207578","107087"
"08/20/2019","244915","205111","115885"
"08/21/2019","261165","225851","115106"
"08/22/2019","242704","212225","114720"
"08/23/2019","246860","197116","136230"
"08/24/2019","224556","180522","119625"
"08/25/2019","222452","186983","118591"
"08/26/2019","242464","193746","131425"
"08/27/2019","260914","203770","129693"
"08/28/2019","237005","190559","113184"
"08/29/2019","236605","185657","120372"
"08/30/2019","258371","211811","113687"
"08/31/2019","227370","186349","107742"
"09/01/2019","216856","174654","111735"
"09/02/2019","232868","182404","132523"
"09/03/2019","254969","209109","129818"
"09/04/2019","260495","220907","126742"
"09/05/2019","260195","215184","138481"
"09/06/2019","244245","203612","137731"
"09/07/2019","223203","188029","124167"
"09/08/2019","222640","190573","122674"
"09/09/2019","259326","214499","140227"
"09/10/2019","238531","198457","124172"
"09/11/2019","245221","202253","123555"
"09/12/2019","251599","211874","129354"
"09/13/2019","222636","188203","111495"
"09/14/2019","218837","183058","113139"
"09/15/2019","216176","178352","111512"
"09/16/2019","240117","193291","132962"
"09/17/2019","233734","190660","123074"
"09/18/2019","236994","194892","116335"
"09/19/2019","238405","196615","116774"
"09/20/2019","254998","201659","123345"
"09/21/2019","188754","153213","86864"
"09/22/2019","184705","155439","78051"
"09/23/2019","201001","168861","89867"
"09/24/2019","208376","163636","107217"
"09/25/2019","200174","163805","98995"
"09/26/2019","191287","158288","94230"
"09/27/2019","205342","159829","101858"
"09/28/2019","202888","156574","101264"
"09/29/2019","178246","149620","83244"
"09/30/2019","212860","181472","96641"
"10/01/2019","258827","217549","115213"
"10/02/2019","316337","281837","124791"
"10/03/2019","337019","307323","106680"
"10/04/2019","374434","345523","88321"
"10/05/2019","196782","161472","99213"
"10/06/2019","278402","253501","187055"
"10/07/2019","221135","187304","111398"
"10/08/2019","230198","194798","105231"
"10/09/2019","247449","210810","116138"
"10/10/2019","233511","199696","108663"
"10/11/2019","241258","205263","105994"
"10/12/2019","206020","179322","90986"
"10/13/2019","173562","148301","85879"
"10/14/2019","242802","212999","100612"
"10/15/2019","232219","198371","112115"
"10/16/2019","235796","203796","108995"
"10/17/2019","246688","211037","111634"
"10/18/2019","263695","212157","126083"
"10/19/2019","232619","190666","113357"
"10/20/2019","234896","209529","89663"
"10/21/2019","263764","230167","104172"
"10/22/2019","254251","226676","102616"
"10/23/2019","254227","227190","100713"
"10/24/2019","247940","215986","105006"
"10/25/2019","237473","211002","100617"
"10/26/2019","231195","203683","99702"
"10/27/2019","217183","189742","89383"
"10/28/2019","239500","206506","105107"
"10/29/2019","227348","196386","103236"
"10/30/2019","253502","220610","106630"
"10/31/2019","266804","233326","111080"
"11/01/2019","247096","216564","102490"
"11/02/2019","186970","159695","88619"
"11/03/2019","176190","154499","83237"
"11/04/2019","221848","195814","96506"
"11/05/2019","251032","208843","114971"
"11/06/2019","236341","202442","107978"
"11/07/2019","302878","191719","182322"
"11/08/2019","237442","198061","109526"
"11/09/2019","182449","154425","87898"
"11/10/2019","192151","153842","100359"
"11/11/2019","254466","215427","112529"
"11/12/2019","233293","187739","118095"
"11/13/2019","255518","207605","120035"
"11/14/2019","244390","210412","105027"
"11/15/2019","243974","207909","107807"
"11/16/2019","198365","169031","89198"
"11/17/2019","217830","184755","90089"
"11/18/2019","269652","231785","107879"
"11/19/2019","270822","225610","113785"
"11/20/2019","230736","197462","102206"
"11/21/2019","269371","215813","128316"
"11/22/2019","221821","184962","110193"
"11/23/2019","186686","157793","91343"
"11/24/2019","183640","157163","81784"
"11/25/2019","218884","181431","112236"
"11/26/2019","216069","188696","94178"
"11/27/2019","347741","317343","93537"
"11/28/2019","518384","488589","91303"
"11/29/2019","276262","243852","93287"
"11/30/2019","304922","281445","79989"
"12/01/2019","292596","268907","94382"
"12/02/2019","312433","268116","122046"
"12/03/2019","313619","285466","93488"
"12/04/2019","294046","264341","99761"
"12/05/2019","260007","230496","97273"
"12/06/2019","203761","171257","95260"
"12/07/2019","210231","187840","72513"
"12/08/2019","361395","341497","59327"
"12/09/2019","328581","288435","107985"
"12/10/2019","305024","273550","100421"
"12/11/2019","220256","186184","98701"
"12/12/2019","225497","193038","98063"
"12/13/2019","205312","176227","96826"
"12/14/2019","175873","153313","82873"
"12/15/2019","174945","150322","82200"
"12/16/2019","207519","175623","105726"
"12/17/2019","192288","163084","96596"
"12/18/2019","229041","195703","103003"
"12/19/2019","224014","195261","96273"
"12/20/2019","208634","183274","96486"
"12/21/2019","171838","148876","80323"
"12/22/2019","163930","141458","75769"
"12/23/2019","214363","183431","96031"
"12/24/2019","209200","181779","87387"
"12/25/2019","187717","165208","80572"
"12/26/2019","199161","164298","97149"
"12/27/2019","204937","182085","84835"
"12/28/2019","155015","130475","77529"
"12/29/2019","132532","114663","66928"
"12/30/2019","176180","153459","85122"
"12/31/2019","186525","165448","81867"
"01/01/2020","167094","151494","62008"
"01/02/2020","176130","155801","66094"
"01/03/2020","209213","186378","81089"
"01/04/2020","204996","184805","70145"
"01/05/2020","196849","176440","69525"
"01/06/2020","186217","159582","87524"
"01/07/2020","217057","193141","85678"
"01/08/2020","189267","160608","92540"
"01/09/2020","190649","161444","91721"
"01/10/2020","215590","189934","85282"
"01/11/2020","156078","133127","75773"
"01/12/2020","138543","121666","64604"
"01/13/2020","374512","351717","76745"
"01/14/2020","222654","195245","87994"
