"Date(UTC)","UnixTimeStamp","Value"
"11/5/2017","1509840000","11640"
"11/6/2017","1509926400","13796"
"11/7/2017","1510012800","14267"
"11/8/2017","1510099200","14220"
"11/9/2017","1510185600","13929"
"11/10/2017","1510272000","13413"
"11/11/2017","1510358400","12665"
"11/12/2017","1510444800","13233"
"11/13/2017","1510531200","14443"
"11/14/2017","1510617600","16232"
"11/15/2017","1510704000","16453"
"11/16/2017","1510790400","15278"
"11/17/2017","1510876800","15301"
"11/18/2017","1510963200","14628"
"11/19/2017","1511049600","14551"
"11/20/2017","1511136000","16654"
"11/21/2017","1511222400","16182"
"11/22/2017","1511308800","15978"
"11/23/2017","1511395200","16029"
"11/24/2017","1511481600","15104"
"11/25/2017","1511568000","16192"
"11/26/2017","1511654400","16099"
"11/27/2017","1511740800","22187"
"11/28/2017","1511827200","18980"
"11/29/2017","1511913600","18539"
"11/30/2017","1512000000","18059"
"12/1/2017","1512086400","18184"
"12/2/2017","1512172800","17954"
"12/3/2017","1512259200","19326"
"12/4/2017","1512345600","19741"
"12/5/2017","1512432000","19800"
"12/6/2017","1512518400","21174"
"12/7/2017","1512604800","17899"
"12/8/2017","1512691200","21220"
"12/9/2017","1512777600","19891"
"12/10/2017","1512864000","20864"
"12/11/2017","1512950400","23554"
"12/12/2017","1513036800","25607"
"12/13/2017","1513123200","26216"
"12/14/2017","1513209600","26049"
"12/15/2017","1513296000","26180"
"12/16/2017","1513382400","26389"
"12/17/2017","1513468800","25965"
"12/18/2017","1513555200","27932"
"12/19/2017","1513641600","31463"
"12/20/2017","1513728000","27465"
"12/21/2017","1513814400","30221"
"12/22/2017","1513900800","29198"
"12/23/2017","1513987200","26198"
"12/24/2017","1514073600","20519"
"12/25/2017","1514160000","21721"
"12/26/2017","1514246400","22433"
"12/27/2017","1514332800","24734"
"12/28/2017","1514419200","25965"
"12/29/2017","1514505600","29542"
"12/30/2017","1514592000","29346"
"12/31/2017","1514678400","25038"
"1/1/2018","1514764800","24025"
"1/2/2018","1514851200","30157"
"1/3/2018","1514937600","32473"
"1/4/2018","1515024000","33681"
"1/5/2018","1515110400","33416"
"1/6/2018","1515196800","32655"
"1/7/2018","1515283200","31266"
"1/8/2018","1515369600","32502"
"1/9/2018","1515456000","33037"
"1/10/2018","1515542400","30646"
"1/11/2018","1515628800","31298"
"1/12/2018","1515715200","30655"
"1/13/2018","1515801600","31264"
"1/14/2018","1515888000","29323"
"1/15/2018","1515974400","31846"
"1/16/2018","1516060800","32767"
"1/17/2018","1516147200","32427"
"1/18/2018","1516233600","31705"
"1/19/2018","1516320000","28846"
"1/20/2018","1516406400","27414"
"1/21/2018","1516492800","26798"
"1/22/2018","1516579200","25864"
"1/23/2018","1516665600","25079"
"1/24/2018","1516752000","24566"
"1/25/2018","1516838400","23671"
"1/26/2018","1516924800","26059"
"1/27/2018","1517011200","22450"
"1/28/2018","1517097600","24197"
"1/29/2018","1517184000","25248"
"1/30/2018","1517270400","25224"
"1/31/2018","1517356800","24902"
"2/1/2018","1517443200","26328"
"2/2/2018","1517529600","26186"
"2/3/2018","1517616000","22592"
"2/4/2018","1517702400","22742"
"2/5/2018","1517788800","24175"
"2/6/2018","1517875200","24934"
"2/7/2018","1517961600","22972"
"2/8/2018","1518048000","20093"
"2/9/2018","1518134400","22095"
"2/10/2018","1518220800","22121"
"2/11/2018","1518307200","20982"
"2/12/2018","1518393600","22178"
"2/13/2018","1518480000","20432"
"2/14/2018","1518566400","21848"
"2/15/2018","1518652800","21805"
"2/16/2018","1518739200","20711"
"2/17/2018","1518825600","21891"
"2/18/2018","1518912000","20735"
"2/19/2018","1518998400","21811"
"2/20/2018","1519084800","24413"
"2/21/2018","1519171200","23307"
"2/22/2018","1519257600","21747"
"2/23/2018","1519344000","20793"
"2/24/2018","1519430400","21265"
"2/25/2018","1519516800","20566"
"2/26/2018","1519603200","21652"
"2/27/2018","1519689600","20964"
"2/28/2018","1519776000","21593"
"3/1/2018","1519862400","20663"
"3/2/2018","1519948800","22550"
"3/3/2018","1520035200","21173"
"3/4/2018","1520121600","20794"
"3/5/2018","1520208000","22566"
"3/6/2018","1520294400","21623"
"3/7/2018","1520380800","22824"
"3/8/2018","1520467200","21478"
"3/9/2018","1520553600","20374"
"3/10/2018","1520640000","18862"
"3/11/2018","1520726400","18612"
"3/12/2018","1520812800","21668"
"3/13/2018","1520899200","20946"
"3/14/2018","1520985600","20106"
"3/15/2018","1521072000","20056"
"3/16/2018","1521158400","19502"
"3/17/2018","1521244800","17376"
"3/18/2018","1521331200","20197"
"3/19/2018","1521417600","20642"
"3/20/2018","1521504000","20067"
"3/21/2018","1521590400","20630"
"3/22/2018","1521676800","17883"
"3/23/2018","1521763200","18847"
"3/24/2018","1521849600","16599"
"3/25/2018","1521936000","14982"
"3/26/2018","1522022400","17841"
"3/27/2018","1522108800","17230"
"3/28/2018","1522195200","17283"
"3/29/2018","1522281600","17508"
"3/30/2018","1522368000","18457"
"3/31/2018","1522454400","17025"
"4/1/2018","1522540800","15893"
"4/2/2018","1522627200","16871"
"4/3/2018","1522713600","19076"
"4/4/2018","1522800000","18676"
"4/5/2018","1522886400","19496"
"4/6/2018","1522972800","17769"
"4/7/2018","1523059200","15831"
"4/8/2018","1523145600","17233"
"4/9/2018","1523232000","18630"
"4/10/2018","1523318400","17582"
"4/11/2018","1523404800","18496"
"4/12/2018","1523491200","21244"
"4/13/2018","1523577600","21136"
"4/14/2018","1523664000","18148"
"4/15/2018","1523750400","18672"
"4/16/2018","1523836800","20768"
"4/17/2018","1523923200","22300"
"4/18/2018","1524009600","22474"
"4/19/2018","1524096000","25206"
"4/20/2018","1524182400","26386"
"4/21/2018","1524268800","21672"
"4/22/2018","1524355200","23074"
"4/23/2018","1524441600","24241"
"4/24/2018","1524528000","25599"
"4/25/2018","1524614400","25145"
"4/26/2018","1524700800","24705"
"4/27/2018","1524787200","24120"
"4/28/2018","1524873600","24555"
"4/29/2018","1524960000","24654"
"4/30/2018","1525046400","25891"
"5/1/2018","1525132800","24618"
"5/2/2018","1525219200","25626"
"5/3/2018","1525305600","26338"
"5/4/2018","1525392000","27766"
"5/5/2018","1525478400","24103"
"5/6/2018","1525564800","22388"
"5/7/2018","1525651200","23088"
"5/8/2018","1525737600","23859"
"5/9/2018","1525824000","24510"
"5/10/2018","1525910400","26750"
"5/11/2018","1525996800","25118"
"5/12/2018","1526083200","23752"
"5/13/2018","1526169600","23520"
"5/14/2018","1526256000","25932"
"5/15/2018","1526342400","24792"
"5/16/2018","1526428800","24743"
"5/17/2018","1526515200","24608"
"5/18/2018","1526601600","24643"
"5/19/2018","1526688000","24459"
"5/20/2018","1526774400","23759"
"5/21/2018","1526860800","25580"
"5/22/2018","1526947200","25326"
"5/23/2018","1527033600","25965"
"5/24/2018","1527120000","25467"
"5/25/2018","1527206400","24930"
"5/26/2018","1527292800","23053"
"5/27/2018","1527379200","23497"
"5/28/2018","1527465600","25414"
"5/29/2018","1527552000","25332"
"5/30/2018","1527638400","25508"
"5/31/2018","1527724800","27436"
"6/1/2018","1527811200","25130"
"6/2/2018","1527897600","24617"
"6/3/2018","1527984000","25077"
"6/4/2018","1528070400","26427"
"6/5/2018","1528156800","25848"
"6/6/2018","1528243200","24376"
"6/7/2018","1528329600","24384"
"6/8/2018","1528416000","24513"
"6/9/2018","1528502400","24163"
"6/10/2018","1528588800","24560"
"6/11/2018","1528675200","24470"
"6/12/2018","1528761600","23682"
"6/13/2018","1528848000","25448"
"6/14/2018","1528934400","24149"
"6/15/2018","1529020800","22615"
"6/16/2018","1529107200","26353"
"6/17/2018","1529193600","19968"
"6/18/2018","1529280000","22074"
"6/19/2018","1529366400","25000"
"6/20/2018","1529452800","25587"
"6/21/2018","1529539200","23526"
"6/22/2018","1529625600","24500"
"6/23/2018","1529712000","20591"
"6/24/2018","1529798400","20968"
"6/25/2018","1529884800","25228"
"6/26/2018","1529971200","23860"
"6/27/2018","1530057600","24580"
"6/28/2018","1530144000","23926"
"6/29/2018","1530230400","23219"
"6/30/2018","1530316800","22085"
"7/1/2018","1530403200","22500"
"7/2/2018","1530489600","19625"
"7/3/2018","1530576000","22047"
"7/4/2018","1530662400","18915"
"7/5/2018","1530748800","21492"
"7/6/2018","1530835200","19221"
"7/7/2018","1530921600","19710"
"7/8/2018","1531008000","22366"
"7/9/2018","1531094400","22362"
"7/10/2018","1531180800","23429"
"7/11/2018","1531267200","22106"
"7/12/2018","1531353600","21238"
"7/13/2018","1531440000","20793"
"7/14/2018","1531526400","19583"
"7/15/2018","1531612800","18676"
"7/16/2018","1531699200","23433"
"7/17/2018","1531785600","23583"
"7/18/2018","1531872000","23590"
"7/19/2018","1531958400","23728"
"7/20/2018","1532044800","21230"
"7/21/2018","1532131200","19169"
"7/22/2018","1532217600","20793"
"7/23/2018","1532304000","23066"
"7/24/2018","1532390400","24225"
"7/25/2018","1532476800","24159"
"7/26/2018","1532563200","23504"
"7/27/2018","1532649600","22766"
"7/28/2018","1532736000","19586"
"7/29/2018","1532822400","21871"
"7/30/2018","1532908800","23849"
"7/31/2018","1532995200","23919"
"8/1/2018","1533081600","24727"
"8/2/2018","1533168000","24602"
"8/3/2018","1533254400","22395"
"8/4/2018","1533340800","21272"
"8/5/2018","1533427200","22206"
"8/6/2018","1533513600","23317"
"8/7/2018","1533600000","19803"
"8/8/2018","1533686400","16263"
"8/9/2018","1533772800","15543"
"8/10/2018","1533859200","18596"
"8/11/2018","1533945600","20285"
"8/12/2018","1534032000","19754"
"8/13/2018","1534118400","21954"
"8/14/2018","1534204800","21862"
"8/15/2018","1534291200","19765"
"8/16/2018","1534377600","22328"
"8/17/2018","1534464000","20514"
"8/18/2018","1534550400","22512"
"8/19/2018","1534636800","22015"
"8/20/2018","1534723200","25134"
"8/21/2018","1534809600","25249"
"8/22/2018","1534896000","22830"
"8/23/2018","1534982400","24307"
"8/24/2018","1535068800","22859"
"8/25/2018","1535155200","24937"
"8/26/2018","1535241600","24193"
"8/27/2018","1535328000","24863"
"8/28/2018","1535414400","25984"
"8/29/2018","1535500800","24552"
"8/30/2018","1535587200","23668"
"8/31/2018","1535673600","22118"
"9/1/2018","1535760000","23748"
"9/2/2018","1535846400","23061"
"9/3/2018","1535932800","25005"
"9/4/2018","1536019200","23087"
"9/5/2018","1536105600","25414"
"9/6/2018","1536192000","23479"
"9/7/2018","1536278400","25113"
"9/8/2018","1536364800","25208"
"9/9/2018","1536451200","22118"
"9/10/2018","1536537600","23522"
"9/11/2018","1536624000","22317"
"9/12/2018","1536710400","24133"
"9/13/2018","1536796800","24041"
"9/14/2018","1536883200","26309"
"9/15/2018","1536969600","25808"
"9/16/2018","1537056000","27185"
"9/17/2018","1537142400","25919"
"9/18/2018","1537228800","26176"
"9/19/2018","1537315200","20024"
"9/20/2018","1537401600","24244"
"9/21/2018","1537488000","26244"
"9/22/2018","1537574400","25021"
"9/23/2018","1537660800","25761"
"9/24/2018","1537747200","28688"
"9/25/2018","1537833600","28211"
"9/26/2018","1537920000","29742"
"9/27/2018","1538006400","29477"
"9/28/2018","1538092800","28068"
"9/29/2018","1538179200","20428"
"9/30/2018","1538265600","23846"
"10/1/2018","1538352000","24593"
"10/2/2018","1538438400","24107"
"10/3/2018","1538524800","21423"
"10/4/2018","1538611200","22655"
"10/5/2018","1538697600","20849"
"10/6/2018","1538784000","17610"
"10/7/2018","1538870400","15402"
"10/8/2018","1538956800","17036"
"10/9/2018","1539043200","18245"
"10/10/2018","1539129600","16867"
"10/11/2018","1539216000","18166"
"10/12/2018","1539302400","20202"
"10/13/2018","1539388800","17319"
"10/14/2018","1539475200","15242"
"10/15/2018","1539561600","17581"
"10/16/2018","1539648000","17645"
"10/17/2018","1539734400","17763"
"10/18/2018","1539820800","17769"
"10/19/2018","1539907200","18544"
"10/20/2018","1539993600","15752"
"10/21/2018","1540080000","16116"
"10/22/2018","1540166400","19571"
"10/23/2018","1540252800","17617"
"10/24/2018","1540339200","20667"
"10/25/2018","1540425600","21879"
"10/26/2018","1540512000","20114"
"10/27/2018","1540598400","15214"
"10/28/2018","1540684800","15574"
"10/29/2018","1540771200","19679"
"10/30/2018","1540857600","19083"
"10/31/2018","1540944000","17867"
"11/1/2018","1541030400","18086"
"11/2/2018","1541116800","17166"
"11/3/2018","1541203200","15800"
"11/4/2018","1541289600","15888"
"11/5/2018","1541376000","17562"
"11/6/2018","1541462400","18894"
"11/7/2018","1541548800","17796"
"11/8/2018","1541635200","18379"
"11/9/2018","1541721600","17469"
"11/10/2018","1541808000","16375"
"11/11/2018","1541894400","17094"
"11/12/2018","1541980800","18419"
"11/13/2018","1542067200","17702"
"11/14/2018","1542153600","18832"
"11/15/2018","1542240000","17646"
"11/16/2018","1542326400","17100"
"11/17/2018","1542412800","15503"
"11/18/2018","1542499200","14681"
"11/19/2018","1542585600","19002"
"11/20/2018","1542672000","19756"
"11/21/2018","1542758400","17952"
"11/22/2018","1542844800","17791"
"11/23/2018","1542931200","17659"
"11/24/2018","1543017600","15618"
"11/25/2018","1543104000","16512"
"11/26/2018","1543190400","17255"
"11/27/2018","1543276800","17909"
"11/28/2018","1543363200","19897"
"11/29/2018","1543449600","17814"
"11/30/2018","1543536000","18642"
"12/1/2018","1543622400","16263"
"12/2/2018","1543708800","15282"
"12/3/2018","1543795200","18022"
"12/4/2018","1543881600","17972"
"12/5/2018","1543968000","18963"
"12/6/2018","1544054400","19164"
"12/7/2018","1544140800","18403"
"12/8/2018","1544227200","17322"
"12/9/2018","1544313600","16875"
"12/10/2018","1544400000","18196"
"12/11/2018","1544486400","17723"
"12/12/2018","1544572800","16675"
"12/13/2018","1544659200","17641"
"12/14/2018","1544745600","18675"
"12/15/2018","1544832000","16796"
"12/16/2018","1544918400","15879"
"12/17/2018","1545004800","18889"
"12/18/2018","1545091200","19672"
"12/19/2018","1545177600","19629"
"12/20/2018","1545264000","19588"
"12/21/2018","1545350400","19662"
"12/22/2018","1545436800","16613"
"12/23/2018","1545523200","17293"
"12/24/2018","1545609600","19050"
"12/25/2018","1545696000","16454"
"12/26/2018","1545782400","18494"
"12/27/2018","1545868800","17564"
"12/28/2018","1545955200","17910"
"12/29/2018","1546041600","16917"
"12/30/2018","1546128000","14545"
"12/31/2018","1546214400","16503"
"1/1/2019","1546300800","13666"
"1/2/2019","1546387200","18126"
"1/3/2019","1546473600","19343"
"1/4/2019","1546560000","18872"
"1/5/2019","1546646400","17351"
"1/6/2019","1546732800","15855"
"1/7/2019","1546819200","18204"
"1/8/2019","1546905600","17916"
"1/9/2019","1546992000","17865"
"1/10/2019","1547078400","19150"
"1/11/2019","1547164800","18683"
"1/12/2019","1547251200","15918"
"1/13/2019","1547337600","15798"
"1/14/2019","1547424000","18452"
"1/15/2019","1547510400","18074"
"1/16/2019","1547596800","18008"
"1/17/2019","1547683200","17900"
"1/18/2019","1547769600","17751"
"1/19/2019","1547856000","17863"
"1/20/2019","1547942400","17832"
"1/21/2019","1548028800","21357"
"1/22/2019","1548115200","22711"
"1/23/2019","1548201600","20710"
"1/24/2019","1548288000","19842"
"1/25/2019","1548374400","18310"
"1/26/2019","1548460800","17422"
"1/27/2019","1548547200","18274"
"1/28/2019","1548633600","21577"
"1/29/2019","1548720000","22103"
"1/30/2019","1548806400","21568"
"1/31/2019","1548892800","20803"
"2/1/2019","1548979200","20373"
"2/2/2019","1549065600","17499"
"2/3/2019","1549152000","16597"
"2/4/2019","1549238400","16326"
"2/5/2019","1549324800","16601"
"2/6/2019","1549411200","17023"
"2/7/2019","1549497600","17432"
"2/8/2019","1549584000","18982"
"2/9/2019","1549670400","17138"
"2/10/2019","1549756800","18598"
"2/11/2019","1549843200","20700"
"2/12/2019","1549929600","20824"
"2/13/2019","1550016000","23368"
"2/14/2019","1550102400","23305"
"2/15/2019","1550188800","22751"
"2/16/2019","1550275200","21513"
"2/17/2019","1550361600","22199"
"2/18/2019","1550448000","24106"
"2/19/2019","1550534400","24581"
"2/20/2019","1550620800","24759"
"2/21/2019","1550707200","25217"
"2/22/2019","1550793600","24969"
"2/23/2019","1550880000","21843"
"2/24/2019","1550966400","24399"
"2/25/2019","1551052800","26690"
"2/26/2019","1551139200","26269"
"2/27/2019","1551225600","25340"
"2/28/2019","1551312000","25117"
"3/1/2019","1551398400","18943"
"3/2/2019","1551484800","16459"
"3/3/2019","1551571200","15337"
"3/4/2019","1551657600","19803"
"3/5/2019","1551744000","18740"
"3/6/2019","1551830400","17726"
"3/7/2019","1551916800","17116"
"3/8/2019","1552003200","18800"
"3/9/2019","1552089600","17547"
"3/10/2019","1552176000","15045"
"3/11/2019","1552262400","17059"
"3/12/2019","1552348800","17676"
"3/13/2019","1552435200","19134"
"3/14/2019","1552521600","18486"
"3/15/2019","1552608000","17922"
"3/16/2019","1552694400","16269"
"3/17/2019","1552780800","15331"
"3/18/2019","1552867200","19382"
"3/19/2019","1552953600","21169"
"3/20/2019","1553040000","19680"
"3/21/2019","1553126400","20227"
"3/22/2019","1553212800","19821"
"3/23/2019","1553299200","17356"
"3/24/2019","1553385600","16938"
"3/25/2019","1553472000","20021"
"3/26/2019","1553558400","20393"
"3/27/2019","1553644800","20194"
"3/28/2019","1553731200","19719"
"3/29/2019","1553817600","20950"
"3/30/2019","1553904000","20715"
"3/31/2019","1553990400","19955"
"4/1/2019","1554076800","20491"
"4/2/2019","1554163200","23063"
"4/3/2019","1554249600","23145"
"4/4/2019","1554336000","21792"
"4/5/2019","1554422400","19259"
"4/6/2019","1554508800","17014"
"4/7/2019","1554595200","17631"
"4/8/2019","1554681600","20225"
"4/9/2019","1554768000","19618"
"4/10/2019","1554854400","22604"
"4/11/2019","1554940800","24120"
"4/12/2019","1555027200","20339"
"4/13/2019","1555113600","17601"
"4/14/2019","1555200000","17002"
"4/15/2019","1555286400","21486"
"4/16/2019","1555372800","22688"
"4/17/2019","1555459200","20874"
"4/18/2019","1555545600","21212"
"4/19/2019","1555632000","20811"
"4/20/2019","1555718400","20168"
"4/21/2019","1555804800","20870"
"4/22/2019","1555891200","21123"
"4/23/2019","1555977600","21970"
"4/24/2019","1556064000","20009"
"4/25/2019","1556150400","20132"
"4/26/2019","1556236800","20024"
"4/27/2019","1556323200","16417"
"4/28/2019","1556409600","17957"
"4/29/2019","1556496000","19214"
"4/30/2019","1556582400","20890"
"5/1/2019","1556668800","20186"
"5/2/2019","1556755200","24056"
"5/3/2019","1556841600","21965"
"5/4/2019","1556928000","18463"
"5/5/2019","1557014400","19106"
"5/6/2019","1557100800","24830"
"5/7/2019","1557187200","28009"
"5/8/2019","1557273600","24559"
"5/9/2019","1557360000","22854"
"5/10/2019","1557446400","22895"
"5/11/2019","1557532800","22665"
"5/12/2019","1557619200","21533"
"5/13/2019","1557705600","23003"
"5/14/2019","1557792000","24211"
"5/15/2019","1557878400","25388"
"5/16/2019","1557964800","26549"
"5/17/2019","1558051200","25690"
"5/18/2019","1558137600","23032"
"5/19/2019","1558224000","21899"
"5/20/2019","1558310400","24951"
"5/21/2019","1558396800","23950"
"5/22/2019","1558483200","25634"
"5/23/2019","1558569600","25428"
"5/24/2019","1558656000","25641"
"5/25/2019","1558742400","23055"
"5/26/2019","1558828800","21835"
"5/27/2019","1558915200","26746"
"5/28/2019","1559001600","25652"
"5/29/2019","1559088000","26071"
"5/30/2019","1559174400","25711"
"5/31/2019","1559260800","23397"
"6/1/2019","1559347200","25187"
"6/2/2019","1559433600","24320"
"6/3/2019","1559520000","25335"
"6/4/2019","1559606400","25298"
"6/5/2019","1559692800","23410"
"6/6/2019","1559779200","23387"
"6/7/2019","1559865600","22693"
"6/8/2019","1559952000","28245"
"6/9/2019","1560038400","20388"
"6/10/2019","1560124800","27708"
"6/11/2019","1560211200","27086"
"6/12/2019","1560297600","24645"
"6/13/2019","1560384000","22168"
"6/14/2019","1560470400","23694"
"6/15/2019","1560556800","26219"
"6/16/2019","1560643200","23509"
"6/17/2019","1560729600","26723"
"6/18/2019","1560816000","24478"
"6/19/2019","1560902400","26787"
"6/20/2019","1560988800","28152"
"6/21/2019","1561075200","22975"
"6/22/2019","1561161600","21933"
"6/23/2019","1561248000","22344"
"6/24/2019","1561334400","24260"
"6/25/2019","1561420800","26961"
"6/26/2019","1561507200","27234"
"6/27/2019","1561593600","25364"
"6/28/2019","1561680000","28620"
"6/29/2019","1561766400","21175"
"6/30/2019","1561852800","20644"
"7/1/2019","1561939200","27639"
"7/2/2019","1562025600","26119"
"7/3/2019","1562112000","23075"
"7/4/2019","1562198400","22679"
"7/5/2019","1562284800","24935"
"7/6/2019","1562371200","26562"
"7/7/2019","1562457600","25644"
"7/8/2019","1562544000","30983"
"7/9/2019","1562630400","23460"
"7/10/2019","1562716800","22416"
"7/11/2019","1562803200","28000"
"7/12/2019","1562889600","22371"
"7/13/2019","1562976000","17767"
"7/14/2019","1563062400","19199"
"7/15/2019","1563148800","36630"
"7/16/2019","1563235200","30145"
"7/17/2019","1563321600","25513"
"7/18/2019","1563408000","25430"
"7/19/2019","1563494400","24035"
"7/20/2019","1563580800","17756"
"7/21/2019","1563667200","16272"
"7/22/2019","1563753600","19019"
"7/23/2019","1563840000","19176"
"7/24/2019","1563926400","26210"
"7/25/2019","1564012800","27839"
"7/26/2019","1564099200","19444"
"7/27/2019","1564185600","17755"
"7/28/2019","1564272000","17274"
"7/29/2019","1564358400","20132"
"7/30/2019","1564444800","20527"
"7/31/2019","1564531200","20452"
"8/1/2019","1564617600","25699"
"8/2/2019","1564704000","22452"
"8/3/2019","1564790400","22397"
"8/4/2019","1564876800","18037"
"8/5/2019","1564963200","21331"
"8/6/2019","1565049600","21464"
"8/7/2019","1565136000","21790"
"8/8/2019","1565222400","21149"
"8/9/2019","1565308800","21193"
"8/10/2019","1565395200","18119"
"8/11/2019","1565481600","16995"
"8/12/2019","1565568000","20175"
"8/13/2019","1565654400","20533"
"8/14/2019","1565740800","21869"
"8/15/2019","1565827200","20987"
"8/16/2019","1565913600","21163"
"8/17/2019","1566000000","18717"
"8/18/2019","1566086400","18467"
"8/19/2019","1566172800","21289"
"8/20/2019","1566259200","21151"
"8/21/2019","1566345600","21228"
"8/22/2019","1566432000","21494"
"8/23/2019","1566518400","21119"
"8/24/2019","1566604800","19992"
"8/25/2019","1566691200","22498"
"8/26/2019","1566777600","24261"
"8/27/2019","1566864000","22150"
"8/28/2019","1566950400","21543"
"8/29/2019","1567036800","21323"
"8/30/2019","1567123200","21067"
"8/31/2019","1567209600","19888"
"9/1/2019","1567296000","20134"
"9/2/2019","1567382400","22052"
"9/3/2019","1567468800","21631"
"9/4/2019","1567555200","20683"
"9/5/2019","1567641600","21712"
"9/6/2019","1567728000","22022"
"9/7/2019","1567814400","19515"
"9/8/2019","1567900800","19207"
"9/9/2019","1567987200","21393"
"9/10/2019","1568073600","19760"
"9/11/2019","1568160000","19801"
"9/12/2019","1568246400","20315"
"9/13/2019","1568332800","17954"
"9/14/2019","1568419200","17794"
"9/15/2019","1568505600","18290"
"9/16/2019","1568592000","20696"
"9/17/2019","1568678400","19884"
"9/18/2019","1568764800","20004"
"9/19/2019","1568851200","20232"
"9/20/2019","1568937600","20405"
"9/21/2019","1569024000","17460"
"9/22/2019","1569110400","17263"
"9/23/2019","1569196800","18540"
"9/24/2019","1569283200","21929"
"9/25/2019","1569369600","20201"
"9/26/2019","1569456000","19594"
"9/27/2019","1569542400","18864"
"9/28/2019","1569628800","17824"
"9/29/2019","1569715200","17629"
"9/30/2019","1569801600","20424"
"10/1/2019","1569888000","21073"
"10/2/2019","1569974400","20496"
"10/3/2019","1570060800","20571"
"10/4/2019","1570147200","20375"
"10/5/2019","1570233600","17833"
"10/6/2019","1570320000","17138"
"10/7/2019","1570406400","20757"
"10/8/2019","1570492800","21786"
"10/9/2019","1570579200","23163"
"10/10/2019","1570665600","21463"
"10/11/2019","1570752000","21115"
"10/12/2019","1570838400","19119"
"10/13/2019","1570924800","17463"
"10/14/2019","1571011200","20292"
"10/15/2019","1571097600","21538"
"10/16/2019","1571184000","21974"
"10/17/2019","1571270400","22039"
"10/18/2019","1571356800","22807"
"10/19/2019","1571443200","20248"
"10/20/2019","1571529600","18765"
"10/21/2019","1571616000","20915"
"10/22/2019","1571702400","22240"
"10/23/2019","1571788800","24468"
"10/24/2019","1571875200","23565"
"10/25/2019","1571961600","24096"
"10/26/2019","1572048000","23163"
"10/27/2019","1572134400","20478"
"10/28/2019","1572220800","23136"
"10/29/2019","1572307200","22707"
"10/30/2019","1572393600","22813"
"10/31/2019","1572480000","23960"
"11/1/2019","1572566400","22541"
"11/2/2019","1572652800","19180"
"11/3/2019","1572739200","18029"
"11/4/2019","1572825600","21459"
"11/5/2019","1572912000","23013"
"11/6/2019","1572998400","22415"
"11/7/2019","1573084800","25894"
"11/8/2019","1573171200","21548"
"11/9/2019","1573257600","19819"
"11/10/2019","1573344000","19801"
"11/11/2019","1573430400","23472"
"11/12/2019","1573516800","23057"
"11/13/2019","1573603200","22898"
"11/14/2019","1573689600","21895"
"11/15/2019","1573776000","22444"
"11/16/2019","1573862400","19589"
"11/17/2019","1573948800","19970"
"11/18/2019","1574035200","24983"
"11/19/2019","1574121600","25545"
"11/20/2019","1574208000","22934"
"11/21/2019","1574294400","28973"
"11/22/2019","1574380800","31687"
"11/23/2019","1574467200","23859"
"11/24/2019","1574553600","23468"
"11/25/2019","1574640000","30507"
"11/26/2019","1574726400","30709"
"11/27/2019","1574812800","28400"
"11/28/2019","1574899200","27609"
"11/29/2019","1574985600","27639"
"11/30/2019","1575072000","24380"
"12/1/2019","1575158400","25933"
"12/2/2019","1575244800","27066"
"12/3/2019","1575331200","24340"
"12/4/2019","1575417600","29349"
"12/5/2019","1575504000","24676"
"12/6/2019","1575590400","23017"
"12/7/2019","1575676800","19382"
"12/8/2019","1575763200","20648"
"12/9/2019","1575849600","24920"
"12/10/2019","1575936000","25190"
"12/11/2019","1576022400","24671"
"12/12/2019","1576108800","24847"
"12/13/2019","1576195200","24562"
"12/14/2019","1576281600","23121"
"12/15/2019","1576368000","22918"
"12/16/2019","1576454400","26804"
"12/17/2019","1576540800","27159"
"12/18/2019","1576627200","28105"
"12/19/2019","1576713600","27176"
"12/20/2019","1576800000","27193"
"12/21/2019","1576886400","24585"
"12/22/2019","1576972800","24407"
"12/23/2019","1577059200","27160"
"12/24/2019","1577145600","24708"
"12/25/2019","1577232000","24056"
"12/26/2019","1577318400","24563"
"12/27/2019","1577404800","24641"
"12/28/2019","1577491200","21575"
"12/29/2019","1577577600","21031"
"12/30/2019","1577664000","24593"
"12/31/2019","1577750400","24239"
"1/1/2020","1577836800","20546"
"1/2/2020","1577923200","20138"
"1/3/2020","1578009600","19394"
"1/4/2020","1578096000","19029"
"1/5/2020","1578182400","18408"
"1/6/2020","1578268800","20292"
"1/7/2020","1578355200","21160"
"1/8/2020","1578441600","22383"
"1/9/2020","1578528000","20203"
"1/10/2020","1578614400","20076"
"1/11/2020","1578700800","18343"
"1/12/2020","1578787200","58220"
"1/13/2020","1578873600","23743"
"1/14/2020","1578960000","22776"
"1/15/2020","1579046400","23365"
"1/16/2020","1579132800","21422"
"1/17/2020","1579219200","22155"
"1/18/2020","1579305600","20423"
"1/19/2020","1579392000","20571"
"1/20/2020","1579478400","20165"
"1/21/2020","1579564800","18522"
"1/22/2020","1579651200","17212"
"1/23/2020","1579737600","18583"
"1/24/2020","1579824000","19244"
"1/25/2020","1579910400","16540"
"1/26/2020","1579996800","16844"
"1/27/2020","1580083200","17354"
"1/28/2020","1580169600","19065"
"1/29/2020","1580256000","19057"
"1/30/2020","1580342400","20606"
"1/31/2020","1580428800","21319"
"2/1/2020","1580515200","18761"
"2/2/2020","1580601600","17803"
"2/3/2020","1580688000","20790"
"2/4/2020","1580774400","17656"
