"DateTime","Average Basefee","Price"
"2023-01-11 00:00:00",2.5e-8,1357.13
"2023-01-12 00:00:00",2.5e-8,1402.2
"2023-01-13 00:00:00",2.9e-8,1432.635
"2023-01-14 00:00:00",2.7e-8,1525.17
"2023-01-15 00:00:00",2.3e-8,1541.565
"2023-01-16 00:00:00",2.7e-8,1562.2150000000001
"2023-01-17 00:00:00",2.7e-8,1574.685
"2023-01-18 00:00:00",3.1e-8,1556.1799999999998
"2023-01-19 00:00:00",2.5e-8,1536.235
"2023-01-20 00:00:00",2.5e-8,1602.405
"2023-01-21 00:00:00",2e-8,1650.395
"2023-01-22 00:00:00",1.8e-8,1635.115
"2023-01-23 00:00:00",2.2e-8,1619.65
"2023-01-24 00:00:00",2.8e-8,1589.315
"2023-01-25 00:00:00",2.4e-8,1578.87
"2023-01-26 00:00:00",2.4e-8,1605.805
"2023-01-27 00:00:00",2.4e-8,1587.5349999999999
"2023-01-28 00:00:00",1.8e-8,1582.645
"2023-01-29 00:00:00",2.2e-8,1612.675
"2023-01-30 00:00:00",2.1e-8,1593.35
"2023-01-31 00:00:00",2.9e-8,1582.9
"2023-02-01 00:00:00",3e-8,1602.875
"2023-02-02 00:00:00",3.2e-8,1671.28
"2023-02-03 00:00:00",3.3e-8,1651.965
"2023-02-04 00:00:00",2.6e-8,1670.5149999999999
"2023-02-05 00:00:00",2.4e-8,1642.5
"2023-02-06 00:00:00",2.8e-8,1632.6
"2023-02-07 00:00:00",3.6e-8,1645.375
"2023-02-08 00:00:00",3.9e-8,1664.365
"2023-02-09 00:00:00",4.1e-8,1591.6550000000002
"2023-02-10 00:00:00",2.9e-8,1525.445
"2023-02-11 00:00:00",2.1e-8,1525.7350000000001
"2023-02-12 00:00:00",2e-8,1521.5949999999998
"2023-02-13 00:00:00",2.9e-8,1495.205
"2023-02-14 00:00:00",6.7e-8,1530.54
"2023-02-15 00:00:00",4.3e-8,1610.86
"2023-02-16 00:00:00",4.5e-8,1687.82
"2023-02-17 00:00:00",4.1e-8,1676.9299999999998
"2023-02-18 00:00:00",3e-8,1696.135
"2023-02-19 00:00:00",2.8e-8,1696.665
"2023-02-20 00:00:00",3.6e-8,1686.025
"2023-02-21 00:00:00",3.7e-8,1676.9850000000001
"2023-02-22 00:00:00",4.1e-8,1632.295
"2023-02-23 00:00:00",4.3e-8,1654.2649999999999
"2023-02-24 00:00:00",3.5e-8,1620.7649999999999
"2023-02-25 00:00:00",2.5e-8,1584.675
"2023-02-26 00:00:00",2.4e-8,1618.685
"2023-02-27 00:00:00",2.7e-8,1637
"2023-02-28 00:00:00",2.8e-8,1623.025
"2023-03-01 00:00:00",3.6e-8,1633.1
"2023-03-02 00:00:00",3.3e-8,1648.575
"2023-03-03 00:00:00",3.4e-8,1598.635
"2023-03-04 00:00:00",2.7e-8,1563.725
"2023-03-05 00:00:00",2.9e-8,1571.77
"2023-03-06 00:00:00",3.9e-8,1569.045
"2023-03-07 00:00:00",3.7e-8,1559.9250000000002
"2023-03-08 00:00:00",3.8e-8,1548.9650000000001
"2023-03-09 00:00:00",4.2e-8,1477.525
"2023-03-10 00:00:00",3.6e-8,1405.21
"2023-03-11 00:00:00",1.03e-7,1454.47
"2023-03-12 00:00:00",2.7e-8,1532.98
"2023-03-13 00:00:00",4.1e-8,1635.455
"2023-03-14 00:00:00",3.6e-8,1724.105
"2023-03-15 00:00:00",3.2e-8,1668.72
"2023-03-16 00:00:00",2.8e-8,1666.37
"2023-03-17 00:00:00",2.8e-8,1734.115
"2023-03-18 00:00:00",2.1e-8,1798.545
"2023-03-19 00:00:00",2.1e-8,1804.235
"2023-03-20 00:00:00",2.5e-8,1768.4699999999998
"2023-03-21 00:00:00",2.2e-8,1781.335
"2023-03-22 00:00:00",2.3e-8,1770.075
"2023-03-23 00:00:00",2.7e-8,1796.1999999999998
"2023-03-24 00:00:00",2.7e-8,1775.38
"2023-03-25 00:00:00",2e-8,1739.9850000000001
"2023-03-26 00:00:00",2e-8,1770
"2023-03-27 00:00:00",3.2e-8,1735.1399999999999
"2023-03-28 00:00:00",3.1e-8,1748.96
"2023-03-29 00:00:00",3.5e-8,1799.675
"2023-03-30 00:00:00",3.8e-8,1796.65
"2023-03-31 00:00:00",3.3e-8,1813.955
"2023-04-01 00:00:00",2.5e-8,1826.4699999999998
"2023-04-02 00:00:00",2.3e-8,1800.1100000000001
"2023-04-03 00:00:00",3.3e-8,1802.255
"2023-04-04 00:00:00",3.5e-8,1846.2649999999999
"2023-04-05 00:00:00",4e-8,1901.37
"2023-04-06 00:00:00",3.4e-8,1882.695
"2023-04-07 00:00:00",2.8e-8,1863.565
"2023-04-08 00:00:00",2.4e-8,1864.3600000000001
"2023-04-09 00:00:00",2.4e-8,1850.955
"2023-04-10 00:00:00",2.8e-8,1883.5900000000001
"2023-04-11 00:00:00",3.2e-8,1910.405
"2023-04-12 00:00:00",2.7e-8,1894.475
"2023-04-13 00:00:00",3.7e-8,1961.9650000000001
"2023-04-14 00:00:00",3.4e-8,2070.4
