"Date(UTC)","UnixTimeStamp","No. of ERC20 Token Transfers"
"2018-01-08","1515369600","200436"
"2018-01-09","1515456000","189331"
"2018-01-10","1515542400","183106"
"2018-01-11","1515628800","190622"
"2018-01-12","1515715200","209485"
"2018-01-13","1515801600","193604"
"2018-01-14","1515888000","206810"
"2018-01-15","1515974400","203509"
"2018-01-16","1516060800","207563"
"2018-01-17","1516147200","201492"
"2018-01-18","1516233600","216466"
"2018-01-19","1516320000","209212"
"2018-01-20","1516406400","245993"
"2018-01-21","1516492800","212840"
"2018-01-22","1516579200","216984"
"2018-01-23","1516665600","233854"
"2018-01-24","1516752000","252762"
"2018-01-25","1516838400","277511"
"2018-01-26","1516924800","283025"
"2018-01-27","1517011200","210746"
"2018-01-28","1517097600","213608"
"2018-01-29","1517184000","190018"
"2018-01-30","1517270400","212863"
"2018-01-31","1517356800","243610"
"2018-02-01","1517443200","224597"
"2018-02-02","1517529600","225479"
"2018-02-03","1517616000","194613"
"2018-02-04","1517702400","242788"
"2018-02-05","1517788800","216591"
"2018-02-06","1517875200","237033"
"2018-02-07","1517961600","211758"
"2018-02-08","1518048000","191457"
"2018-02-09","1518134400","219925"
"2018-02-10","1518220800","252436"
"2018-02-11","1518307200","273057"
"2018-02-12","1518393600","263209"
"2018-02-13","1518480000","240902"
"2018-02-14","1518566400","220071"
"2018-02-15","1518652800","248794"
"2018-02-16","1518739200","248264"
"2018-02-17","1518825600","267125"
"2018-02-18","1518912000","281703"
"2018-02-19","1518998400","289141"
"2018-02-20","1519084800","350125"
"2018-02-21","1519171200","323737"
"2018-02-22","1519257600","350217"
"2018-02-23","1519344000","360164"
"2018-02-24","1519430400","375435"
"2018-02-25","1519516800","319484"
"2018-02-26","1519603200","272691"
"2018-02-27","1519689600","266713"
"2018-02-28","1519776000","338740"
"2018-03-01","1519862400","296577"
"2018-03-02","1519948800","353955"
"2018-03-03","1520035200","313855"
"2018-03-04","1520121600","297585"
"2018-03-05","1520208000","324160"
"2018-03-06","1520294400","278642"
"2018-03-07","1520380800","287118"
"2018-03-08","1520467200","325276"
"2018-03-09","1520553600","349995"
"2018-03-10","1520640000","255820"
"2018-03-11","1520726400","296067"
"2018-03-12","1520812800","390982"
"2018-03-13","1520899200","353854"
"2018-03-14","1520985600","316058"
"2018-03-15","1521072000","395535"
"2018-03-16","1521158400","342155"
"2018-03-17","1521244800","325819"
"2018-03-18","1521331200","344319"
"2018-03-19","1521417600","337492"
"2018-03-20","1521504000","311527"
"2018-03-21","1521590400","281591"
"2018-03-22","1521676800","229749"
"2018-03-23","1521763200","264649"
"2018-03-24","1521849600","254941"
"2018-03-25","1521936000","239663"
"2018-03-26","1522022400","261672"
"2018-03-27","1522108800","270789"
"2018-03-28","1522195200","284790"
"2018-03-29","1522281600","276057"
"2018-03-30","1522368000","291642"
"2018-03-31","1522454400","265074"
"2018-04-01","1522540800","294982"
"2018-04-02","1522627200","294175"
"2018-04-03","1522713600","296515"
"2018-04-04","1522800000","235067"
"2018-04-05","1522886400","288593"
"2018-04-06","1522972800","255340"
"2018-04-07","1523059200","319255"
"2018-04-08","1523145600","299111"
"2018-04-09","1523232000","315542"
"2018-04-10","1523318400","358567"
"2018-04-11","1523404800","403541"
"2018-04-12","1523491200","358084"
"2018-04-13","1523577600","341099"
"2018-04-14","1523664000","265977"
"2018-04-15","1523750400","281523"
"2018-04-16","1523836800","319150"
"2018-04-17","1523923200","340321"
"2018-04-18","1524009600","384043"
"2018-04-19","1524096000","465056"
"2018-04-20","1524182400","482366"
"2018-04-21","1524268800","307736"
"2018-04-22","1524355200","375095"
"2018-04-23","1524441600","306793"
"2018-04-24","1524528000","350572"
"2018-04-25","1524614400","368653"
"2018-04-26","1524700800","435335"
"2018-04-27","1524787200","386241"
"2018-04-28","1524873600","361009"
"2018-04-29","1524960000","313576"
"2018-04-30","1525046400","350925"
"2018-05-01","1525132800","404238"
"2018-05-02","1525219200","482047"
"2018-05-03","1525305600","471404"
"2018-05-04","1525392000","328748"
"2018-05-05","1525478400","531986"
"2018-05-06","1525564800","537209"
"2018-05-07","1525651200","375478"
"2018-05-08","1525737600","353127"
"2018-05-09","1525824000","407252"
"2018-05-10","1525910400","382960"
"2018-05-11","1525996800","412050"
"2018-05-12","1526083200","445465"
"2018-05-13","1526169600","443167"
"2018-05-14","1526256000","344209"
"2018-05-15","1526342400","414071"
"2018-05-16","1526428800","415292"
"2018-05-17","1526515200","385143"
"2018-05-18","1526601600","388178"
"2018-05-19","1526688000","386988"
"2018-05-20","1526774400","428355"
"2018-05-21","1526860800","418601"
"2018-05-22","1526947200","374477"
"2018-05-23","1527033600","409045"
"2018-05-24","1527120000","399975"
"2018-05-25","1527206400","411424"
"2018-05-26","1527292800","429768"
"2018-05-27","1527379200","404451"
"2018-05-28","1527465600","369953"
"2018-05-29","1527552000","404726"
"2018-05-30","1527638400","363851"
"2018-05-31","1527724800","354968"
"2018-06-01","1527811200","446065"
"2018-06-02","1527897600","465165"
"2018-06-03","1527984000","450050"
"2018-06-04","1528070400","430736"
"2018-06-05","1528156800","420419"
"2018-06-06","1528243200","386670"
"2018-06-07","1528329600","375175"
"2018-06-08","1528416000","501936"
"2018-06-09","1528502400","461425"
"2018-06-10","1528588800","453014"
"2018-06-11","1528675200","371213"
"2018-06-12","1528761600","386982"
"2018-06-13","1528848000","544412"
"2018-06-14","1528934400","443722"
"2018-06-15","1529020800","353070"
"2018-06-16","1529107200","1475639"
"2018-06-17","1529193600","364906"
"2018-06-18","1529280000","397001"
"2018-06-19","1529366400","443612"
"2018-06-20","1529452800","448317"
"2018-06-21","1529539200","401233"
"2018-06-22","1529625600","440886"
"2018-06-23","1529712000","393996"
"2018-06-24","1529798400","390762"
"2018-06-25","1529884800","439301"
"2018-06-26","1529971200","488199"
"2018-06-27","1530057600","526494"
"2018-06-28","1530144000","506986"
"2018-06-29","1530230400","429761"
"2018-06-30","1530316800","733417"
"2018-07-01","1530403200","840312"
"2018-07-02","1530489600","891250"
"2018-07-03","1530576000","830801"
"2018-07-04","1530662400","872559"
"2018-07-05","1530748800","834019"
"2018-07-06","1530835200","957337"
"2018-07-07","1530921600","941036"
"2018-07-08","1531008000","661175"
"2018-07-09","1531094400","663149"
"2018-07-10","1531180800","627467"
"2018-07-11","1531267200","749544"
"2018-07-12","1531353600","831996"
"2018-07-13","1531440000","886477"
"2018-07-14","1531526400","1019707"
"2018-07-15","1531612800","970851"
"2018-07-16","1531699200","518095"
"2018-07-17","1531785600","518773"
"2018-07-18","1531872000","457999"
"2018-07-19","1531958400","447863"
"2018-07-20","1532044800","333735"
"2018-07-21","1532131200","311927"
"2018-07-22","1532217600","451082"
"2018-07-23","1532304000","412827"
"2018-07-24","1532390400","423843"
"2018-07-25","1532476800","428902"
"2018-07-26","1532563200","445055"
"2018-07-27","1532649600","413196"
"2018-07-28","1532736000","330478"
"2018-07-29","1532822400","421860"
"2018-07-30","1532908800","468438"
"2018-07-31","1532995200","438754"
"2018-08-01","1533081600","446236"
"2018-08-02","1533168000","443687"
"2018-08-03","1533254400","455770"
"2018-08-04","1533340800","481942"
"2018-08-05","1533427200","479012"
"2018-08-06","1533513600","461331"
"2018-08-07","1533600000","264940"
"2018-08-08","1533686400","126846"
"2018-08-09","1533772800","123821"
"2018-08-10","1533859200","205258"
"2018-08-11","1533945600","382522"
"2018-08-12","1534032000","396854"
"2018-08-13","1534118400","393673"
"2018-08-14","1534204800","380815"
"2018-08-15","1534291200","380792"
"2018-08-16","1534377600","389421"
"2018-08-17","1534464000","266919"
"2018-08-18","1534550400","442684"
"2018-08-19","1534636800","378835"
"2018-08-20","1534723200","404034"
"2018-08-21","1534809600","462010"
"2018-08-22","1534896000","375835"
"2018-08-23","1534982400","405345"
"2018-08-24","1535068800","400662"
"2018-08-25","1535155200","439799"
"2018-08-26","1535241600","373155"
"2018-08-27","1535328000","580315"
"2018-08-28","1535414400","523597"
"2018-08-29","1535500800","440490"
"2018-08-30","1535587200","421909"
"2018-08-31","1535673600","376179"
"2018-09-01","1535760000","371575"
"2018-09-02","1535846400","385235"
"2018-09-03","1535932800","371834"
"2018-09-04","1536019200","334268"
"2018-09-05","1536105600","336793"
"2018-09-06","1536192000","424738"
"2018-09-07","1536278400","600430"
"2018-09-08","1536364800","357906"
"2018-09-09","1536451200","324172"
"2018-09-10","1536537600","331924"
"2018-09-11","1536624000","342723"
"2018-09-12","1536710400","342946"
"2018-09-13","1536796800","360753"
"2018-09-14","1536883200","424686"
"2018-09-15","1536969600","418192"
"2018-09-16","1537056000","424321"
"2018-09-17","1537142400","421375"
"2018-09-18","1537228800","402834"
"2018-09-19","1537315200","224532"
"2018-09-20","1537401600","395470"
"2018-09-21","1537488000","358058"
"2018-09-22","1537574400","374690"
"2018-09-23","1537660800","384820"
"2018-09-24","1537747200","400717"
"2018-09-25","1537833600","430215"
"2018-09-26","1537920000","443450"
"2018-09-27","1538006400","422304"
"2018-09-28","1538092800","372263"
"2018-09-29","1538179200","254676"
"2018-09-30","1538265600","369986"
"2018-10-01","1538352000","385445"
"2018-10-02","1538438400","345044"
"2018-10-03","1538524800","367465"
"2018-10-04","1538611200","397961"
"2018-10-05","1538697600","391881"
"2018-10-06","1538784000","348785"
"2018-10-07","1538870400","285009"
"2018-10-08","1538956800","298503"
"2018-10-09","1539043200","356105"
"2018-10-10","1539129600","246976"
"2018-10-11","1539216000","281024"
"2018-10-12","1539302400","631756"
"2018-10-13","1539388800","319139"
"2018-10-14","1539475200","316448"
"2018-10-15","1539561600","292318"
"2018-10-16","1539648000","302794"
"2018-10-17","1539734400","291295"
"2018-10-18","1539820800","384805"
"2018-10-19","1539907200","332479"
"2018-10-20","1539993600","383307"
"2018-10-21","1540080000","329017"
"2018-10-22","1540166400","370811"
"2018-10-23","1540252800","330894"
"2018-10-24","1540339200","276826"
"2018-10-25","1540425600","307826"
"2018-10-26","1540512000","303061"
"2018-10-27","1540598400","332163"
"2018-10-28","1540684800","363977"
"2018-10-29","1540771200","345330"
"2018-10-30","1540857600","357419"
"2018-10-31","1540944000","359762"
"2018-11-01","1541030400","351771"
"2018-11-02","1541116800","322662"
