"DateTime","Outflow","Price"
"2017-10-23 00:00:00",1437936.17,294.64
"2017-10-30 00:00:00",1291346.17,298.46
"2017-11-06 00:00:00",2975717.75,305.66
"2017-11-13 00:00:00",1881985.29,332.44
"2017-11-20 00:00:00",3794377.43,409.66
"2017-11-27 00:00:00",2715749,457.44
"2017-12-04 00:00:00",2145049.71,448.22
"2017-12-11 00:00:00",2613791.04,644.9
"2017-12-18 00:00:00",2556579.67,731.5
"2017-12-25 00:00:00",2372185.39,720.52
"2018-01-01 00:00:00",3123170.95,919.17
"2018-01-08 00:00:00",3077621.97,1241.16
"2018-01-15 00:00:00",2711715.39,1082.08
"2018-01-22 00:00:00",2164666.01,1045.36
"2018-01-29 00:00:00",2124732.28,1015.95
"2018-02-05 00:00:00",1476098.19,788.95
"2018-02-12 00:00:00",987731.65,903.27
"2018-02-19 00:00:00",805191.13,865.15
"2018-02-26 00:00:00",573017.22,863.46
"2018-03-05 00:00:00",693943.32,755.96
"2018-03-12 00:00:00",1302969.95,619.47
"2018-03-19 00:00:00",1243239.84,539.58
"2018-03-26 00:00:00",1966624.57,429.46
"2018-04-02 00:00:00",1141389.86,387.51
"2018-04-09 00:00:00",1190426.62,459.74
"2018-04-16 00:00:00",720744.87,556.93
"2018-04-23 00:00:00",1812013.54,657.93
"2018-04-30 00:00:00",1175918.78,731.85
"2018-05-07 00:00:00",1754153.06,720.13
"2018-05-14 00:00:00",842223.08,699.35
"2018-05-21 00:00:00",1478420.83,616.18
"2018-05-28 00:00:00",1639397.31,569.38
"2018-06-04 00:00:00",1067596.27,593.67
"2018-06-11 00:00:00",1918637.56,500.07
"2018-06-18 00:00:00",631038.57,500.8
"2018-06-25 00:00:00",961393.81,441.59
"2018-07-02 00:00:00",605892.51,471.36
"2018-07-09 00:00:00",685985.32,443.95
"2018-07-16 00:00:00",724537.15,469.98
"2018-07-23 00:00:00",648878.18,466.88
"2018-07-30 00:00:00",1326677.96,423.39
"2018-08-06 00:00:00",899488.03,358.17
"2018-08-13 00:00:00",1329138.3,292.85
"2018-08-20 00:00:00",829372.95,278.3
"2018-08-27 00:00:00",745295,287.08
"2018-09-03 00:00:00",1643322.32,240.09
"2018-09-10 00:00:00",1395469.79,200.67
"2018-09-17 00:00:00",1227765.41,223.09
"2018-09-24 00:00:00",1100889.02,224.32
"2018-10-01 00:00:00",781954.81,224.99
"2018-10-08 00:00:00",1283330.99,210.98
"2018-10-15 00:00:00",2288125.35,207.22
"2018-10-22 00:00:00",763750.43,203.19
"2018-10-29 00:00:00",1053287.45,199.7
"2018-11-05 00:00:00",827269.53,213
"2018-11-12 00:00:00",1370998.2,187.83
"2018-11-19 00:00:00",3454884.64,130.72
"2018-11-26 00:00:00",2315271.92,115.18
"2018-12-03 00:00:00",2716027.65,99.99
"2018-12-10 00:00:00",1757058.5,87.78
"2018-12-17 00:00:00",3210041.6,108.21
"2018-12-24 00:00:00",1800217.5,134.85
"2018-12-31 00:00:00",3131846.25,149.37
"2019-01-07 00:00:00",2830245.49,138.96
"2019-01-14 00:00:00",1766926.81,123.07
"2019-01-21 00:00:00",1566453.85,116.63
"2019-01-28 00:00:00",1525887.56,107.53
"2019-02-04 00:00:00",1472666.98,111.11
"2019-02-11 00:00:00",1626991,123.76
"2019-02-18 00:00:00",2263774.54,147.8
"2019-02-25 00:00:00",2498100.19,135.81
"2019-03-04 00:00:00",1831264.87,135.25
"2019-03-11 00:00:00",1541402.64,135.88
"2019-03-18 00:00:00",1051021.33,137.9
"2019-03-25 00:00:00",1961297.85,138.91
"2019-04-01 00:00:00",2017313.09,160.59
"2019-04-08 00:00:00",2134738.25,171.51
"2019-04-15 00:00:00",1850248.31,169.05
"2019-04-22 00:00:00",2516272.85,162.8
"2019-04-29 00:00:00",1910034.54,162.23
"2019-05-06 00:00:00",1967835.27,177.13
"2019-05-13 00:00:00",3050881.55,233.5
"2019-05-20 00:00:00",1454022.07,251.14
"2019-05-27 00:00:00",2489174.2,266.9
"2019-06-03 00:00:00",1447650.58,245.68
"2019-06-10 00:00:00",1202709.4,255.93
"2019-06-17 00:00:00",1350777.07,282.62
"2019-06-24 00:00:00",2166570.26,311.09
"2019-07-01 00:00:00",1128715.52,291.41
"2019-07-08 00:00:00",1251201.81,283.05
"2019-07-15 00:00:00",1228711.98,218.31
"2019-07-22 00:00:00",1316506.49,214.29
"2019-07-29 00:00:00",1085262.97,215.62
"2019-08-05 00:00:00",1128797.69,220.14
"2019-08-12 00:00:00",1159797.68,193.89
"2019-08-19 00:00:00",1049389.14,192.31
"2019-08-26 00:00:00",1122710.07,176.13
"2019-09-02 00:00:00",1004435.7,176.13
"2019-09-09 00:00:00",814265.73,181.96
"2019-09-16 00:00:00",2219173.37,210.24
"2019-09-23 00:00:00",1863240.27,175.32
"2019-09-30 00:00:00",834830.12,175.79
"2019-10-07 00:00:00",1271092.42,184.08
"2019-10-14 00:00:00",1119952.74,177.07
"2019-10-21 00:00:00",1691882.62,173.85
"2019-10-28 00:00:00",2610726.27,184.12
"2019-11-04 00:00:00",934064.55,187.01
"2019-11-11 00:00:00",933876.6,184.66
"2019-11-18 00:00:00",1529716.28,163.53
"2019-11-25 00:00:00",1175821.12,149.61
"2019-12-02 00:00:00",954836.86,148.48
"2019-12-09 00:00:00",562253.01,144.73
"2019-12-16 00:00:00",1603011.1,129.22
"2019-12-23 00:00:00",1851024.16,128.42
"2019-12-30 00:00:00",1142681.13,132.05
"2020-01-06 00:00:00",1509587.51,141.76
"2020-01-13 00:00:00",2235450.68,162.86
"2020-01-20 00:00:00",979792.77,163.99
"2020-01-27 00:00:00",1343724.94,177.79
"2020-02-03 00:00:00",2065077.32,207.33
"2020-02-10 00:00:00",2461478.68,254.28
"2020-02-17 00:00:00",2403229.25,263.74
"2020-02-24 00:00:00",1445734.24,235.76
"2020-03-02 00:00:00",1951028.72,229.35
"2020-03-09 00:00:00",6052231.35,159.39
"2020-03-16 00:00:00",3885428.28,123.95
"2020-03-23 00:00:00",2920650.71,133.6
"2020-03-30 00:00:00",1899643.33,138.2
"2020-04-06 00:00:00",2431807.85,163.64
"2020-04-13 00:00:00",1973300.4,166.82
"2020-04-20 00:00:00",2080783.54,183.91
"2020-04-27 00:00:00",1922406.35,207.03
"2020-05-04 00:00:00",1697544.59,205.72
"2020-05-11 00:00:00",977530.59,195.93
"2020-05-18 00:00:00",947013.09,207.55
"2020-05-25 00:00:00",1221918.63,215.96
"2020-06-01 00:00:00",860974.36,240.99
"2020-06-08 00:00:00",1203301.88,239.47
"2020-06-15 00:00:00",1766921.69,229.81
"2020-06-22 00:00:00",2454551.04,232.59
"2020-06-29 00:00:00",1512595.37,226.89
"2020-07-06 00:00:00",2049936.09,239.87
"2020-07-13 00:00:00",1782067.42,236.98
"2020-07-20 00:00:00",4181423.73,269.55
"2020-07-27 00:00:00",3334358.91,339.15
"2020-08-03 00:00:00",2638104.73,389.87
"2020-08-10 00:00:00",4845354.83,407.22
"2020-08-17 00:00:00",4088586.64,408.75
"2020-08-24 00:00:00",5053059.68,394.45
"2020-08-31 00:00:00",13171885.35,403.65
"2020-09-07 00:00:00",12284054.54,357.93
"2020-09-14 00:00:00",12477707.68,375.53
"2020-09-21 00:00:00",6555063.21,344.99
"2020-09-28 00:00:00",6614437.39,353.07
"2020-10-05 00:00:00",5891788.26,354.8
"2020-10-12 00:00:00",4843591.64,375.59
"2020-10-19 00:00:00",5196960,396.71
"2020-10-26 00:00:00",4342614.37,391.66
"2020-11-02 00:00:00",6077670.71,414.89
"2020-11-09 00:00:00",3745525.04,457.65
"2020-11-16 00:00:00",8595585.51,495.88
"2020-11-23 00:00:00",6436433.25,560.61
"2020-11-30 00:00:00",4585956.27,597.01
"2020-12-07 00:00:00",4391799.99,567.11
"2020-12-14 00:00:00",5945813.43,625.68
"2020-12-21 00:00:00",4783934.19,620.5
"2020-12-28 00:00:00",6280780.85,754.61
"2021-01-04 00:00:00",9203726.36,1158.17
"2021-01-11 00:00:00",9423978.96,1142.29
"2021-01-18 00:00:00",7954146.06,1261.97
"2021-01-25 00:00:00",6259945.47,1334.89
"2021-02-01 00:00:00",6383047.31,1566.77
"2021-02-08 00:00:00",5247673.94,1772.33
"2021-02-15 00:00:00",5364999.06,1859.1
"2021-02-22 00:00:00",8059141.29,1539.55
"2021-03-01 00:00:00",5842172.13,1561.19
"2021-03-08 00:00:00",6169484.24,1814.04
"2021-03-15 00:00:00",4352450.58,1797.37
"2021-03-22 00:00:00",4527131.81,1669.35
"2021-03-29 00:00:00",6600514.85,1933.08
"2021-04-05 00:00:00",4883523.21,2078.92
"2021-04-12 00:00:00",6221740.72,2315.08
"2021-04-19 00:00:00",6327025.35,2286.5
"2021-04-26 00:00:00",5562906.45,2706.4
"2021-05-03 00:00:00",5896126.87,3496.5
"2021-05-10 00:00:00",6904306.41,3892.46
"2021-05-17 00:00:00",12832148.23,2705.26
"2021-05-24 00:00:00",10879123.16,2537.87
"2021-05-31 00:00:00",4216610.48,2665.65
"2021-06-07 00:00:00",4230681.38,2488.06
"2021-06-14 00:00:00",4244935.65,2368.97
"2021-06-21 00:00:00",5636547.75,1914.3
"2021-06-28 00:00:00",3683174.7,2161.63
"2021-07-05 00:00:00",3512458.4,2206.87
"2021-07-12 00:00:00",4176009.35,1957.52
"2021-07-19 00:00:00",3766510.68,1986.37
"2021-07-26 00:00:00",3192201.71,2379.74
"2021-08-02 00:00:00",4012966.01,2765.26
"2021-08-09 00:00:00",2755321.28,3166.6
"2021-08-16 00:00:00",2773472.22,3171.15
"2021-08-23 00:00:00",2629430.48,3217.66
"2021-08-30 00:00:00",3443174.8,3665.51
"2021-09-06 00:00:00",4309621.8,3472.92
"2021-09-13 00:00:00",1973350.96,3428.34
"2021-09-20 00:00:00",3674496.85,2973.94
"2021-09-27 00:00:00",2483018.35,3095.76
"2021-10-04 00:00:00",3024913.86,3502.48
"2021-10-11 00:00:00",2707103.85,3669.42
"2021-10-18 00:00:00",2987096.99,3992.88
"2021-10-25 00:00:00",4102848.92,4220.48
"2021-11-01 00:00:00",3216281.03,4472.55
"2021-11-08 00:00:00",3167437.09,4680.69
"2021-11-15 00:00:00",3298820.94,4306.23
"2021-11-22 00:00:00",3621347.62,4222.02
"2021-11-29 00:00:00",3814640.71,4372.12
"2021-12-06 00:00:00",3400704.55,4176.31
"2021-12-13 00:00:00",3211205.11,3899.02
"2021-12-20 00:00:00",2084859.14,4015.24
"2021-12-27 00:00:00",2500436.95,3800.7
"2022-01-03 00:00:00",3293174.75,3448.26
"2022-01-10 00:00:00",3001682.11,3252.69
"2022-01-17 00:00:00",4191522.99,2905.45
"2022-01-24 00:00:00",4223347.64,2484.93
"2022-01-31 00:00:00",2794178.62,2795.19
"2022-02-07 00:00:00",3267274.95,3056
"2022-02-14 00:00:00",2433963.87,2909.46
"2022-02-21 00:00:00",3329359.15,2660.21
"2022-02-28 00:00:00",2353320.64,2788.6
"2022-03-07 00:00:00",1948418.03,2593.6
"2022-03-14 00:00:00",2628921.21,2764.11
"2022-03-21 00:00:00",3268030.67,3055.34
"2022-03-28 00:00:00",2877007.21,3405.3
"2022-04-04 00:00:00",1868057.72,3309.25
"2022-04-11 00:00:00",3067807.35,3047.65
"2022-04-18 00:00:00",2604195.33,3013.34
"2022-04-25 00:00:00",3180957.48,2859.13
"2022-05-02 00:00:00",3041762.96,2747.97
"2022-05-09 00:00:00",8325130.59,2143.8
"2022-05-16 00:00:00",3332753.18,2008.9
"2022-05-23 00:00:00",2956225.37,1874.6
"2022-05-30 00:00:00",2528350.54,1847.52
"2022-06-06 00:00:00",5064921.94,1724.18
"2022-06-13 00:00:00",10353706.08,1125.7
"2022-06-20 00:00:00",3539859.47,1154.83
"2022-06-27 00:00:00",2958486.86,1107.01
"2022-07-04 00:00:00",3279705.26,1175.41
"2022-07-11 00:00:00",3785784.89,1182.87
"2022-07-18 00:00:00",3851248.85,1549.01
"2022-07-25 00:00:00",3004304.27,1611.94
"2022-08-01 00:00:00",2915537.42,1660.77
"2022-08-08 00:00:00",3317585.74,1859.4
"2022-08-15 00:00:00",2670357.91,1783.61
"2022-08-22 00:00:00",3426521.74,1583.2
"2022-08-29 00:00:00",3889089.08,1553.96
"2022-09-05 00:00:00",4428171.18,1658.55
"2022-09-12 00:00:00",6608777.58,1548.89
"2022-09-19 00:00:00",3603281.13,1318.41
"2022-09-26 00:00:00",1929371.85,1321.02
"2022-10-03 00:00:00",1591761.1,1332.41
"2022-10-10 00:00:00",1299888.64,1289.91
"2022-10-17 00:00:00",1075068.88,1306.13
"2022-10-24 00:00:00",2482656.72,1512.77
"2022-10-31 00:00:00",1919483.7,1589.07
"2022-11-07 00:00:00",8118382.53,1310.44
"2022-11-14 00:00:00",3908861.23,1218.3
"2022-11-21 00:00:00",3242100.89,1169.06
"2022-11-28 00:00:00",2370792.84,1246.51
"2022-12-05 00:00:00",2263986.16,1265.21
"2022-12-12 00:00:00",3167593.98,1250.4
"2022-12-19 00:00:00",1478987.15,1205.97
"2022-12-26 00:00:00",1332013.8,1203.13
"2023-01-02 00:00:00",1468726.02,1243.84
"2023-01-09 00:00:00",2420747.55,1414.99
"2023-01-16 00:00:00",2214507.72,1588.18
"2023-01-23 00:00:00",2295027.75,1596.64
"2023-01-30 00:00:00",2498596.3,1630.77
"2023-02-06 00:00:00",2371337.7,1586.68
"2023-02-13 00:00:00",2699609.91,1627.74
"2023-02-20 00:00:00",1799932.35,1639.1
"2023-02-27 00:00:00",1749185.31,1610.83
"2023-03-06 00:00:00",4843502.31,1506.87
"2023-03-13 00:00:00",4186221.03,1718.79
"2023-03-20 00:00:00",2749594.54,1771.64
"2023-03-27 00:00:00",1811333.49,1788.71
"2023-04-03 00:00:00",2224451.65,1858.78
"2023-04-10 00:00:00",2115969.6,1944.17
